<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.01	100000.00	100171.15	99437.66	99763.09	1032790	0	0
2024.01.02	99763.15	100036.55	99424.58	99499.82	1035984	0	0
2024.01.03	99499.88	99640.84	99061.52	99104.48	1055664	0	0
2024.01.04	99104.54	99236.97	98963.28	99007.26	1019747	0	0
2024.01.05	99007.32	99197.57	98909.47	99030.84	1002951	0	0
2024.01.06	99030.90	99099.73	98041.13	98092.19	1107300	0	0
2024.01.07	98092.25	98246.29	97776.97	97920.22	1032440	0	0
2024.01.08	97920.28	97948.21	97450.44	97636.29	1049819	0	0
2024.01.09	97636.35	97849.11	96860.04	96894.18	1091925	0	0
2024.01.10	96894.24	97366.15	96894.24	97175.47	986120	0	0
2024.01.11	97175.53	97449.54	97067.88	97449.54	995623	0	0
2024.01.12	97449.60	97620.07	97160.47	97330.64	1035070	0	0
2024.01.13	97330.70	97439.03	96920.44	97079.48	1031440	0	0
2024.01.14	97079.54	97559.46	97058.56	97355.83	989954	0	0
2024.01.15	97355.89	98152.09	97320.96	98121.06	942232	0	0
2024.01.16	98121.12	98434.78	97720.39	98015.73	1015781	0	0
2024.01.17	98015.79	98884.77	97967.81	98844.78	929777	0	0
2024.01.18	98844.84	98999.74	98421.04	98990.39	1010191	0	0
2024.01.19	98990.45	99228.91	98792.74	98801.68	1030550	0	0
2024.01.20	98801.74	99029.51	98653.24	98792.59	1020887	0	0
2024.01.21	98792.65	99201.11	98482.41	98483.79	1048407	0	0
2024.01.22	98483.85	98891.20	98191.99	98771.34	992112	0	0
2024.01.23	98771.40	99559.15	98728.51	99444.02	952828	0	0
2024.01.24	99444.08	99517.07	98714.55	99064.66	1043689	0	0
2024.01.25	99064.72	99173.56	98666.95	98936.06	1026569	0	0
2024.01.26	98936.12	99383.23	98850.30	98919.08	1008064	0	0
2024.01.27	98919.14	99036.38	98534.57	98919.14	1016317	0	0
2024.01.28	98919.20	98976.08	98438.04	98802.60	1030909	0	0
2024.01.29	98802.66	98943.08	98314.40	98500.87	1040821	0	0
2024.01.30	98500.93	98802.68	98352.38	98452.94	1021368	0	0
2024.01.31	98453.00	98491.93	98167.49	98389.74	1020999	0	0
2024.02.01	98389.80	98549.85	98227.30	98384.63	1017105	0	0
2024.02.02	98384.69	98452.36	98000.11	98050.53	1046397	0	0
2024.02.03	98050.59	98661.54	97975.69	98558.54	957052	0	0
2024.02.04	98558.60	98754.75	98325.89	98560.98	1022488	0	0
2024.02.05	98561.04	98940.79	98412.65	98842.95	984959	0	0
2024.02.06	98843.01	99024.64	98495.97	98800.54	1016782	0	0
2024.02.07	98800.60	99013.56	98705.38	98796.09	1021405	0	0
2024.02.08	98796.15	98802.46	98024.37	98098.09	1080961	0	0
2024.02.09	98098.15	98158.64	97218.55	97284.67	1100387	0	0
2024.02.10	97284.73	97410.75	96806.03	96848.57	1061427	0	0
2024.02.11	96848.63	97141.34	96614.57	96780.69	1015151	0	0
2024.02.12	96780.75	96972.52	96415.70	96717.39	1019850	0	0
2024.02.13	96717.45	96762.94	96051.40	96185.05	1061577	0	0
2024.02.14	96185.11	96617.81	95828.20	96002.76	1030782	0	0
2024.02.15	96002.82	97066.77	95905.50	97037.41	918574	0	0
2024.02.16	97037.47	97104.29	96644.55	96912.80	1032605	0	0
2024.02.17	96912.86	97159.56	96343.84	96397.58	1071003	0	0
2024.02.18	96397.64	96515.49	95432.68	95571.98	1096200	0	0
2024.02.19	95572.04	95787.13	95306.24	95685.11	994258	0	0
2024.02.20	95685.17	96258.55	95668.81	95991.50	993993	0	0
2024.02.21	95991.56	96068.82	95550.38	95762.22	1037105	0	0
2024.02.22	95762.28	96262.84	95597.32	96208.03	971040	0	0
2024.02.23	96208.09	96698.94	96156.12	96342.70	1009642	0	0
2024.02.24	96342.76	96634.72	96134.10	96453.60	1010420	0	0
2024.02.25	96453.66	96582.60	96258.25	96466.26	1012912	0	0
2024.02.26	96466.32	96530.80	95993.00	96115.85	1047395	0	0
2024.02.27	96115.91	96312.02	95769.76	95890.61	1031919	0	0
2024.02.28	95890.67	95954.58	95445.48	95490.05	1057357	0	0
2024.02.29	95490.11	95556.73	95171.49	95348.13	1033354	0	0
2024.03.01	95348.19	95578.27	94901.45	95077.87	1046063	0	0
2024.03.02	95077.93	95365.99	94854.29	95015.68	1022168	0	0
2024.03.03	95015.74	95618.13	94903.61	95500.39	977325	0	0
2024.03.04	95500.45	95537.41	94559.07	94604.85	1102757	0	0
2024.03.05	94604.91	94801.13	94339.05	94740.45	1002051	0	0
2024.03.06	94740.51	94803.37	93976.27	94051.08	841547	0	0
2024.03.07	94051.14	94186.23	93523.91	94162.94	86399	0	35
2024.03.08	94163.00	94347.47	93818.06	94229.71	85929	0	35
2024.03.09	94229.77	94647.04	94019.04	94647.04	86399	0	35
2024.03.10	94647.10	94915.51	94387.55	94397.99	86362	0	35
2024.03.11	94398.05	95040.55	94311.23	94914.42	86399	0	35
2024.03.12	94914.48	95289.48	94914.48	95237.07	86285	0	35
2024.03.13	95237.13	95437.44	94654.94	94661.96	73813	0	35
2024.03.14	94662.02	94976.31	94532.88	94967.99	86399	0	35
2024.03.15	94968.05	95232.63	94662.57	94760.00	86399	0	35
2024.03.16	94760.06	95339.15	94608.84	95134.15	86399	0	35
2024.03.17	95134.21	95407.04	94158.29	94223.51	80074	0	0
2024.03.18	94223.57	94254.96	93692.62	93748.96	86392	0	35
2024.03.19	93749.02	93753.67	93120.93	93153.95	86399	0	35
2024.03.20	93154.01	93872.66	92970.65	93790.50	86323	0	35
2024.03.21	93790.56	93816.66	93399.81	93761.12	86400	0	35
2024.03.22	93761.18	93948.85	93489.74	93767.05	86221	0	35
2024.03.23	93767.11	93919.19	93518.89	93703.31	86400	0	35
2024.03.24	93703.37	93838.11	93196.49	93838.11	86154	0	35
2024.03.25	93838.17	93917.72	93204.11	93661.04	86335	0	35
2024.03.26	93661.10	93697.58	93342.16	93520.45	86400	0	35
2024.03.27	93520.51	94091.88	93457.53	93791.39	86400	0	35
2024.03.28	93791.45	93961.76	93519.64	93668.61	86399	0	35
2024.03.29	93668.67	94034.15	93278.31	94034.15	84909	0	35
2024.03.30	94034.21	94662.67	93962.79	94553.00	86400	0	35
2024.03.31	94553.06	95181.89	94515.03	94850.51	80398	0	35
2024.04.01	94850.57	95320.68	94632.51	95198.14	86085	0	35
2024.04.02	95198.20	95461.83	95150.70	95277.99	86399	0	52
2024.04.03	95278.05	95444.36	94982.19	95090.35	86400	0	52
2024.04.04	95090.41	95464.44	94918.12	95036.72	86400	0	52
2024.04.05	95036.78	95127.99	94652.47	94699.33	86399	0	52
2024.04.06	94699.39	94904.82	94263.71	94504.33	86400	0	52
2024.04.07	94504.39	94736.09	94299.98	94369.06	85971	0	52
2024.04.08	94369.12	95162.51	94369.12	95162.51	86400	0	52
2024.04.09	95162.57	95257.32	94792.76	95216.84	86399	0	52
2024.04.10	95216.90	95448.41	94936.55	94969.07	86400	0	52
2024.04.11	94969.13	95363.15	94909.24	95096.74	86400	0	52
2024.04.12	95096.80	95631.10	94958.00	95596.70	86399	0	52
2024.04.13	95596.76	95704.66	95068.37	95235.76	84869	0	52
2024.04.14	95235.82	95391.41	94678.58	94702.02	86335	0	52
2024.04.15	94702.08	94801.98	94413.24	94715.65	86219	0	52
2024.04.16	94715.71	95049.73	94388.19	94796.70	86400	0	52
2024.04.17	94796.76	95130.00	94765.05	94966.32	86399	0	52
2024.04.18	94966.38	95353.75	94764.75	95169.84	86400	0	52
2024.04.19	95169.90	95288.86	94960.14	95141.19	86400	0	52
2024.04.20	95141.25	95714.24	94711.95	95486.80	86399	0	52
2024.04.21	95486.86	95603.75	94932.87	94970.98	86253	0	52
2024.04.22	94971.04	95177.91	94273.12	94429.96	86398	0	52
2024.04.23	94430.02	94699.43	94280.63	94389.53	86396	0	52
2024.04.24	94389.59	94621.77	94078.56	94590.65	86400	0	52
2024.04.25	94590.71	94870.06	94293.45	94500.48	86399	0	52
2024.04.26	94500.54	94958.52	94450.63	94523.43	86400	0	52
2024.04.27	94523.49	94612.15	94254.88	94361.85	86399	0	52
2024.04.28	94361.91	94420.67	93508.19	93561.98	86335	0	52
2024.04.29	93562.04	94028.10	93250.34	93257.78	86375	0	52
2024.04.30	93257.84	93792.11	93181.53	93760.35	86399	0	52
2024.05.01	93760.41	94223.70	93714.26	94172.99	86400	0	52
2024.05.02	94173.05	94340.87	93976.08	94166.24	86399	0	52
2024.05.03	94166.30	94446.48	93937.80	93997.68	86400	0	52
2024.05.04	93997.74	94025.04	93588.40	93590.92	86400	0	52
2024.05.05	93590.98	93713.85	93312.87	93496.37	86335	0	52
2024.05.06	93496.43	93544.87	93185.46	93477.53	86200	0	52
2024.05.07	93477.59	94240.10	93435.46	94014.22	86400	0	52
2024.05.08	94014.28	94532.30	93963.75	94410.94	86399	0	52
2024.05.09	94411.00	94441.12	93674.33	93723.17	86400	0	52
2024.05.10	93723.23	93724.13	93040.81	93211.01	86399	0	52
2024.05.11	93211.07	93392.66	92728.69	92980.65	86400	0	52
2024.05.12	92980.71	93033.56	92665.51	92850.61	86330	0	52
2024.05.13	92850.67	93056.22	92458.74	93056.22	86400	0	52
2024.05.14	93056.28	93162.72	92755.04	92967.79	86400	0	52
2024.05.15	92967.85	93132.08	92662.71	93030.50	86399	0	52
2024.05.16	93030.56	93292.58	92718.20	92986.46	86400	0	52
2024.05.17	92986.52	93769.23	92978.99	93707.64	86399	0	52
