<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.03	10:30:00	94137.36	94139.82	94101.89	94116.53	900	0	52
2024.06.03	10:45:00	94116.59	94131.25	94098.01	94131.25	900	0	52
2024.06.03	11:00:00	94131.31	94133.65	94009.21	94016.52	900	0	52
2024.06.03	11:15:00	94016.58	94041.29	94009.01	94041.29	900	0	52
2024.06.03	11:30:00	94041.35	94048.21	93992.64	93996.12	900	0	52
2024.06.03	11:45:00	93996.18	94021.08	93978.78	94021.08	900	0	52
2024.06.03	12:00:00	94021.14	94021.88	93989.65	94021.88	900	0	52
2024.06.03	12:15:00	94021.94	94029.02	93931.37	93946.61	900	0	52
2024.06.03	12:30:00	93946.67	93977.77	93943.51	93966.34	900	0	52
2024.06.03	12:45:00	93966.40	94004.62	93952.47	93967.23	900	0	52
2024.06.03	13:00:00	93967.29	94006.05	93967.29	93985.45	900	0	52
2024.06.03	13:15:00	93985.51	94010.47	93942.15	93956.37	900	0	52
2024.06.03	13:30:00	93956.43	93971.76	93939.60	93944.40	900	0	52
2024.06.03	13:45:00	93944.46	93995.22	93944.46	93980.55	900	0	52
2024.06.03	14:00:00	93980.61	94007.49	93968.24	93980.54	900	0	52
2024.06.03	14:15:00	93980.60	93982.04	93902.43	93920.31	900	0	52
2024.06.03	14:30:00	93920.37	93941.73	93811.21	93815.71	900	0	52
2024.06.03	14:45:00	93815.77	93823.45	93785.03	93793.01	900	0	52
2024.06.03	15:00:00	93793.07	93800.21	93724.32	93756.96	900	0	52
2024.06.03	15:15:00	93757.02	93760.08	93717.69	93742.34	900	0	52
2024.06.03	15:30:00	93742.40	93765.44	93662.66	93675.38	900	0	52
2024.06.03	15:45:00	93675.44	93698.73	93653.50	93664.72	900	0	52
2024.06.03	16:00:00	93664.78	93684.76	93640.41	93642.93	900	0	52
2024.06.03	16:15:00	93642.99	93656.31	93601.32	93602.34	900	0	52
2024.06.03	16:30:00	93602.40	93656.34	93602.40	93656.34	900	0	52
2024.06.03	16:45:00	93656.40	93661.20	93609.73	93620.87	900	0	52
2024.06.03	17:00:00	93620.93	93642.53	93613.79	93634.96	900	0	52
2024.06.03	17:15:00	93635.02	93636.22	93584.49	93598.81	900	0	52
2024.06.03	17:30:00	93598.87	93620.59	93553.99	93575.95	900	0	52
2024.06.03	17:45:00	93576.01	93586.15	93528.89	93567.23	900	0	52
2024.06.03	18:00:00	93567.29	93575.87	93522.61	93528.49	900	0	52
2024.06.03	18:15:00	93528.55	93538.27	93459.38	93462.20	900	0	52
