<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.01	00:00:00	100000.00	100097.56	99964.09	100045.24	87686	0	0
2024.01.01	04:00:00	100045.21	100102.87	100007.82	100039.99	85287	0	0
2024.01.01	08:00:00	100039.96	100221.52	100036.48	100192.06	100947	0	0
2024.01.01	12:00:00	100192.03	100192.03	100068.38	100097.53	76323	0	0
2024.01.01	16:00:00	100097.50	100156.36	100056.65	100141.08	90149	0	0
2024.01.01	20:00:00	100141.05	100208.98	100065.70	100082.27	79913	0	0
2024.01.02	00:00:00	100082.24	100146.25	99984.49	100092.32	86805	0	0
2024.01.02	04:00:00	100092.29	100165.63	100029.02	100080.16	84602	0	0
2024.01.02	08:00:00	100080.13	100141.83	100049.41	100068.88	84690	0	0
2024.01.02	12:00:00	100068.85	100122.36	100016.18	100067.39	82812	0	0
2024.01.02	16:00:00	100067.36	100081.90	99957.54	99967.53	75838	0	0
2024.01.02	20:00:00	99967.50	100070.30	99890.86	99890.86	78175	0	0
2024.01.03	00:00:00	99890.83	99963.62	99874.53	99961.67	92869	0	0
2024.01.03	04:00:00	99961.64	100066.06	99936.26	100029.61	92588	0	0
2024.01.03	08:00:00	100029.58	100088.82	99963.28	100025.47	85404	0	0
2024.01.03	12:00:00	100025.44	100200.58	99981.37	100112.55	94526	0	0
2024.01.03	16:00:00	100112.52	100139.06	100050.59	100085.42	83111	0	0
2024.01.03	20:00:00	100085.39	100116.32	100002.78	100047.35	81807	0	0
2024.01.04	00:00:00	100047.32	100147.88	100020.05	100131.25	94190	0	0
2024.01.04	04:00:00	100131.22	100136.24	99982.25	100011.83	72165	0	0
2024.01.04	08:00:00	100011.80	100024.20	99817.92	99824.33	67116	0	0
2024.01.04	12:00:00	99824.30	100000.80	99790.55	99984.06	100257	0	0
2024.01.04	16:00:00	99984.03	99988.26	99864.61	99877.62	75186	0	0
2024.01.04	20:00:00	99877.59	100036.58	99858.39	99936.42	90223	0	0
2024.01.05	00:00:00	99936.39	100012.89	99862.19	99958.78	88030	0	0
2024.01.05	04:00:00	99958.75	100021.08	99851.92	99882.65	78217	0	0
2024.01.05	08:00:00	99882.62	99953.18	99823.06	99871.11	84670	0	0
2024.01.05	12:00:00	99871.08	99960.58	99827.42	99927.41	91388	0	0
2024.01.05	16:00:00	99927.38	100003.41	99903.80	99967.46	89805	0	0
2024.01.05	20:00:00	99967.43	100178.63	99925.18	100144.46	99101	0	0
2024.01.06	00:00:00	100144.43	100325.06	100138.13	100258.14	97168	0	0
2024.01.06	04:00:00	100258.11	100420.88	100252.86	100397.15	99521	0	0
2024.01.06	08:00:00	100397.12	100562.18	100334.30	100524.75	98446	0	0
2024.01.06	12:00:00	100524.72	100710.27	100482.96	100690.55	100100	0	0
2024.01.06	16:00:00	100690.52	100772.78	100662.85	100673.96	84069	0	0
2024.01.06	20:00:00	100673.93	100760.48	100540.20	100540.20	72268	0	0
2024.01.07	00:00:00	100540.17	100549.65	100429.38	100518.90	83682	0	0
2024.01.07	04:00:00	100518.87	100596.79	100486.11	100525.28	86360	0	0
2024.01.07	08:00:00	100525.25	100572.87	100398.03	100398.03	70482	0	0
2024.01.07	12:00:00	100398.00	100444.61	100338.92	100353.28	81337	0	0
2024.01.07	16:00:00	100353.25	100370.55	100270.75	100329.39	83447	0	0
2024.01.07	20:00:00	100329.36	100370.44	100169.79	100213.95	74298	0	0
2024.01.08	00:00:00	100213.92	100392.09	100118.38	100388.85	103272	0	0
2024.01.08	04:00:00	100388.82	100388.82	100229.54	100242.20	68226	0	0
2024.01.08	08:00:00	100242.17	100282.15	100131.83	100148.61	76471	0	0
2024.01.08	12:00:00	100148.58	100189.84	99996.20	100012.14	72189	0	0
2024.01.08	16:00:00	100012.11	100171.98	99948.14	100155.88	98792	0	0
2024.01.08	20:00:00	100155.85	100173.94	99980.40	100162.90	86202	0	0
2024.01.09	00:00:00	100162.87	100220.41	100121.14	100140.01	80794	0	0
2024.01.09	04:00:00	100139.98	100199.58	100058.31	100058.31	77264	0	0
2024.01.09	08:00:00	100058.28	100260.46	100056.87	100176.53	97598	0	0
2024.01.09	12:00:00	100176.50	100262.05	100161.14	100183.69	86396	0	0
2024.01.09	16:00:00	100183.66	100352.33	100140.49	100293.35	93878	0	0
2024.01.09	20:00:00	100293.32	100307.75	100210.21	100210.21	77516	0	0
2024.01.10	00:00:00	100210.18	100230.27	100105.07	100105.07	73654	0	0
2024.01.10	04:00:00	100105.04	100207.91	100023.34	100205.21	95676	0	0
2024.01.10	08:00:00	100205.18	100275.13	100142.69	100259.11	90926	0	0
2024.01.10	12:00:00	100259.08	100385.71	100239.49	100376.74	96238	0	0
2024.01.10	16:00:00	100376.71	100524.15	100364.02	100511.34	99218	0	0
2024.01.10	20:00:00	100511.31	100511.31	100420.32	100424.34	77124	0	0
2024.01.11	00:00:00	100424.31	100513.70	100410.34	100451.80	88564	0	0
2024.01.11	04:00:00	100451.77	100516.81	100404.00	100422.24	81088	0	0
2024.01.11	08:00:00	100422.21	100585.15	100401.81	100549.27	94536	0	0
2024.01.11	12:00:00	100549.24	100802.92	100541.05	100729.65	103820	0	0
2024.01.11	16:00:00	100729.62	100768.96	100645.56	100723.86	85233	0	0
2024.01.11	20:00:00	100723.83	100752.56	100602.19	100731.56	83706	0	0
2024.01.12	00:00:00	100731.53	100828.02	100702.98	100820.70	94522	0	0
2024.01.12	04:00:00	100820.67	100820.67	100699.96	100772.68	81016	0	0
2024.01.12	08:00:00	100772.65	100899.77	100735.63	100757.81	80327	0	0
