<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.01	100000.00	100431.53	99867.90	100380.48	1048007	0	0
2024.01.02	100380.42	100588.60	100127.54	100323.59	1009336	0	0
2024.01.03	100323.53	100416.25	99971.46	100006.90	986019	0	0
2024.01.04	100006.84	100402.62	99709.70	99991.39	1001645	0	0
2024.01.05	99991.33	100267.88	99853.25	99873.49	991190	0	0
2024.01.06	99873.43	100653.10	99873.07	100420.22	1070431	0	0
2024.01.07	100420.16	100532.02	100065.73	100153.80	982636	0	0
2024.01.08	100153.74	100398.16	100051.23	100324.53	1033525	0	0
2024.01.09	100324.47	100956.84	100056.20	100862.50	1074429	0	0
2024.01.10	100862.44	101152.98	100649.67	100959.30	1013263	0	0
2024.01.11	100959.24	100959.24	100394.32	100711.96	982309	0	0
2024.01.12	100711.90	100765.04	100036.10	100119.76	955017	0	0
2024.01.13	100119.70	100387.47	99880.14	100088.83	1003969	0	0
2024.01.14	100088.77	100252.04	99729.25	99739.00	973181	0	0
2024.01.15	99738.94	99932.99	99522.52	99876.83	1019834	0	0
2024.01.16	99876.77	99925.03	99186.69	99206.65	945014	0	0
2024.01.17	99206.59	99694.14	99201.55	99433.17	1044973	0	0
2024.01.18	99433.11	100084.77	99429.99	100020.75	1063402	0	0
2024.01.19	100020.69	100251.90	99598.85	100248.72	1042315	0	0
2024.01.20	100248.66	100437.57	100004.37	100019.52	990998	0	0
2024.01.21	100019.46	100062.94	99447.02	99484.63	965849	0	0
2024.01.22	99484.57	99533.32	98985.92	99435.34	1011911	0	0
2024.01.23	99435.28	99780.03	99339.87	99676.67	1041588	0	0
2024.01.24	99676.61	99854.39	99512.08	99737.53	1019339	0	0
2024.01.25	99737.47	99905.91	99246.39	99315.51	973498	0	0
2024.01.26	99315.45	99796.58	99254.53	99733.86	1061442	0	0
2024.01.27	99733.80	100592.03	99650.51	100493.00	1083905	0	0
2024.01.28	100492.94	100597.74	100180.43	100284.80	995505	0	0
2024.01.29	100284.74	101061.52	100259.88	100917.23	1079653	0	0
2024.01.30	100917.17	101071.84	100647.91	101035.28	1024586	0	0
2024.01.31	101035.22	101412.72	100720.86	101382.76	1047942	0	0
2024.02.01	101382.70	101498.64	100938.94	100938.94	971351	0	0
2024.02.02	100938.88	101087.36	100607.88	100834.75	1002605	0	0
2024.02.03	100834.69	101077.48	100486.79	100486.79	981529	0	0
2024.02.04	100486.73	101129.90	100442.91	101076.46	1073049	0	0
2024.02.05	101076.40	101853.79	101058.04	101652.59	1079223	0	0
2024.02.06	101652.53	101745.43	101318.01	101688.72	1014270	0	0
2024.02.07	101688.66	101747.78	101191.05	101257.45	970274	0	0
2024.02.08	101257.39	101414.74	100964.79	101086.32	1001657	0	0
2024.02.09	101086.26	101317.41	100768.97	101035.85	1015801	0	0
2024.02.10	101035.79	101068.44	100436.94	100797.90	989209	0	0
2024.02.11	100797.84	101130.07	100688.29	100951.89	1030483	0	0
2024.02.12	100951.83	101542.38	100849.13	101289.96	1050483	0	0
2024.02.13	101289.90	101580.38	101187.33	101489.85	1031059	0	0
2024.02.14	101489.79	101616.77	100855.34	101160.01	981789	0	0
2024.02.15	101159.95	101167.29	100702.50	100902.71	991254	0	0
2024.02.16	100902.65	101159.53	100756.90	100920.12	1013784	0	0
2024.02.17	100920.06	101432.22	100864.00	101125.76	1042074	0	0
2024.02.18	101125.70	101182.00	100564.28	100724.66	982209	0	0
2024.02.19	100724.60	100995.78	100590.84	100820.36	1024865	0	0
2024.02.20	100820.30	100879.17	100184.88	100223.30	949181	0	0
2024.02.21	100223.24	100248.11	99712.51	99850.39	987257	0	0
2024.02.22	99850.33	100125.86	99764.00	99923.67	1025582	0	0
2024.02.23	99923.61	100508.64	99894.69	100155.41	1042311	0	0
2024.02.24	100155.35	100927.42	100021.18	100774.18	1067493	0	0
2024.02.25	100774.12	101553.60	100750.16	101445.08	1079907	0	0
2024.02.26	101445.02	101445.02	100901.53	101169.67	991697	0	0
2024.02.27	101169.61	101538.65	101059.68	101270.39	1022685	0	0
2024.02.28	101270.33	101603.37	101018.00	101193.51	1014674	0	0
2024.02.29	101193.45	101546.65	101022.30	101498.28	1053621	0	0
2024.03.01	101498.22	101831.90	101038.54	101828.90	1044927	0	0
2024.03.02	101828.84	101987.72	101289.98	101837.52	1017524	0	0
2024.03.03	101837.46	101969.53	101692.80	101710.41	997995	0	0
2024.03.04	101710.35	101807.30	100920.80	100943.08	933873	0	0
2024.03.05	100943.02	101856.60	100915.99	101772.21	1094470	0	0
2024.03.06	101772.15	102228.50	101748.39	101909.23	815739	0	0
2024.03.07	101909.17	101930.95	101418.11	101567.22	86399	0	35
2024.03.08	101567.16	101654.55	101097.72	101147.67	85929	0	35
2024.03.09	101147.61	101576.97	101104.00	101418.20	86399	0	35
2024.03.10	101418.14	102253.48	101367.32	102155.57	86362	0	35
2024.03.11	102155.51	102650.51	102140.16	102400.83	86399	0	35
2024.03.12	102400.77	102652.93	102230.99	102619.34	86285	0	35
2024.03.13	102619.28	103019.00	102519.25	102952.64	73813	0	35
2024.03.14	102952.58	102984.47	102125.25	102235.06	86399	0	35
2024.03.15	102235.00	102330.80	101782.27	101801.91	86399	0	35
2024.03.16	101801.85	102090.27	101608.99	102025.98	86399	0	35
2024.03.17	102025.92	102322.13	101798.39	101999.88	80076	0	0
2024.03.18	101999.82	102178.52	100939.84	101150.69	86392	0	35
2024.03.19	101150.63	101453.22	101018.18	101093.53	86399	0	35
2024.03.20	101093.47	101246.87	100810.96	100944.35	86400	0	35
2024.03.21	100944.29	101148.27	100675.48	101015.01	86400	0	35
2024.03.22	101014.95	101395.31	100770.90	100813.59	86210	0	35
2024.03.23	100813.53	100992.26	100429.14	100969.58	86400	0	35
2024.03.24	100969.52	101356.90	100943.14	101281.46	86152	0	35
2024.03.25	101281.40	101791.24	101193.62	101582.88	86279	0	35
2024.03.26	101582.82	101795.78	101139.03	101354.82	86400	0	35
2024.03.27	101354.76	101581.86	101197.42	101404.20	86400	0	35
2024.03.28	101404.14	101851.08	101331.41	101760.49	86399	0	35
2024.03.29	101760.43	102050.05	101645.70	101837.01	84909	0	35
2024.03.30	101836.95	102212.79	101782.50	101977.26	86400	0	35
2024.03.31	101977.20	102404.97	101620.09	101697.71	80398	0	35
2024.04.01	101697.65	102138.49	101632.05	101976.97	86085	0	35
2024.04.02	101976.91	102077.11	101630.21	101840.71	86399	0	52
2024.04.03	101840.65	102153.91	101695.19	101999.15	86400	0	52
2024.04.04	101999.09	102739.05	101812.10	102562.76	86400	0	52
2024.04.05	102562.70	102962.72	102463.65	102818.83	86399	0	52
2024.04.06	102818.77	103268.66	102633.02	102847.38	86400	0	52
2024.04.07	102847.32	103315.99	102764.74	103233.76	85952	0	52
2024.04.08	103233.70	103233.70	102570.84	102734.61	86400	0	52
2024.04.09	102734.55	102914.07	102313.64	102372.98	86385	0	52
2024.04.10	102372.92	102676.39	102182.71	102496.39	86400	0	52
2024.04.11	102496.33	102870.83	102403.58	102708.88	86400	0	52
2024.04.12	102708.82	103166.63	102344.32	103005.53	86399	0	52
2024.04.13	103005.47	103266.93	102811.79	103158.81	84869	0	52
2024.04.14	103158.75	103353.58	102878.90	103334.14	86334	0	52
2024.04.15	103334.08	103495.56	103017.59	103139.20	86147	0	52
2024.04.16	103139.14	103169.05	102684.25	102708.61	86400	0	52
2024.04.17	102708.55	103120.83	102466.27	102824.23	86399	0	52
2024.04.18	102824.17	102867.28	102454.06	102528.18	86400	0	52
2024.04.19	102528.12	102666.38	102122.34	102421.21	86400	0	52
2024.04.20	102421.15	102493.40	102130.08	102480.14	86399	0	52
2024.04.21	102480.08	102535.80	102134.47	102273.24	86248	0	52
2024.04.22	102273.18	102379.74	102025.39	102123.43	86398	0	52
2024.04.23	102123.37	102377.55	101805.07	102071.47	86396	0	52
2024.04.24	102071.41	102616.28	101982.11	102302.27	86400	0	52
2024.04.25	102302.21	102432.27	101833.83	102389.44	86399	0	52
2024.04.26	102389.38	102676.66	102189.89	102498.43	86400	0	52
2024.04.27	102498.37	102547.62	101634.46	101634.46	86399	0	52
2024.04.28	101634.40	102092.04	101595.58	102077.82	86334	0	52
2024.04.29	102077.76	102145.51	101853.17	101986.02	86367	0	52
2024.04.30	101985.96	102786.21	101864.01	102642.08	86399	0	52
2024.05.01	102642.02	102680.69	102405.40	102558.09	86400	0	52
2024.05.02	102558.03	102843.13	102414.54	102593.49	86208	0	52
2024.05.03	102593.43	102665.72	102288.36	102422.96	86400	0	52
2024.05.04	102422.90	102574.34	102213.74	102525.93	86400	0	52
2024.05.05	102525.87	102910.42	102422.59	102427.76	86334	0	52
2024.05.06	102427.70	102483.31	101790.16	102162.04	86195	0	52
2024.05.07	102161.98	102220.75	101731.12	101733.98	86400	0	52
2024.05.08	101733.92	101934.30	101448.47	101729.20	86399	0	52
2024.05.09	101729.14	101766.98	101308.38	101584.96	86400	0	52
2024.05.10	101584.90	101909.97	101395.50	101811.76	86399	0	52
2024.05.11	101811.70	101850.91	101204.63	101325.43	86400	0	52
2024.05.12	101325.37	101425.63	101147.74	101164.94	86329	0	52
2024.05.13	101164.88	101292.80	100936.53	101078.18	86400	0	52
2024.05.14	101078.12	101135.50	100889.38	100978.23	86400	0	52
2024.05.15	100978.17	101056.78	100028.38	100147.66	86399	0	52
2024.05.16	100147.60	100323.33	99883.65	100101.13	86400	0	52
2024.05.17	100101.07	100306.39	99811.01	99811.01	86399	0	52
2024.05.18	99810.95	100131.51	99455.02	100041.05	86365	0	52
2024.05.19	100040.99	100491.62	99858.50	100411.10	86126	0	52
2024.05.20	100411.04	101069.33	100269.49	101010.58	86182	0	52
2024.05.21	101010.52	101320.41	100824.42	100920.94	86400	0	52
2024.05.22	100920.88	100950.33	100404.75	100664.13	86274	0	52
2024.05.23	100664.07	101151.79	100618.11	100976.77	86399	0	52
2024.05.24	100976.71	101020.19	100386.73	100386.73	86400	0	52
2024.05.25	100386.67	100809.51	100276.15	100400.32	86399	0	52
2024.05.26	100400.26	100508.77	100185.41	100331.27	86248	0	52
2024.05.27	100331.21	100556.71	100089.97	100306.20	86399	0	52
2024.05.28	100306.14	100393.26	99937.99	100104.02	86270	0	52
2024.05.29	100103.96	100104.47	99638.99	99702.54	86400	0	52
2024.05.30	99702.48	100121.61	99526.17	99689.36	86372	0	52
2024.05.31	99689.30	100228.48	99303.67	99660.40	86400	0	52
2024.06.01	99660.34	100130.58	99649.18	99733.86	86399	0	52
2024.06.02	99733.80	99824.87	99459.89	99665.95	86399	0	52
2024.06.03	99665.89	100110.79	99572.38	99576.62	86400	0	52
2024.06.04	99576.56	100183.90	99531.80	99922.49	86399	0	52
2024.06.05	99922.43	99940.88	99220.75	99628.54	86400	0	52
2024.06.06	99628.48	99645.59	99086.88	99206.28	86399	0	52
2024.06.07	99206.22	99531.07	98773.14	98791.70	86400	0	52
2024.06.08	98791.64	98847.49	98492.46	98726.79	86400	0	52
2024.06.09	98726.73	98981.79	98420.53	98911.91	86245	0	52
2024.06.10	98911.85	99037.29	98568.34	98750.64	86400	0	52
2024.06.11	98750.58	98896.46	98107.43	98282.47	86399	0	52
2024.06.12	98282.41	98476.81	97979.83	98196.09	86248	0	52
2024.06.13	98196.03	98619.75	98192.67	98560.63	86204	0	52
2024.06.14	98560.57	98760.21	98220.35	98335.05	86098	0	52
2024.06.15	98334.99	99270.35	98182.25	98923.18	86400	0	52
2024.06.16	98923.12	99967.61	98913.23	99925.98	86329	0	52
2024.06.17	99925.92	100306.61	99752.78	99994.51	86400	0	52
2024.06.18	99994.45	100019.39	99577.34	99816.80	86399	0	52
2024.06.19	99816.74	100000.13	99424.85	99833.77	86400	0	52
2024.06.20	99833.71	99952.84	99196.31	99227.39	86399	0	52
2024.06.21	99227.33	99257.78	98845.61	99118.05	86201	0	52
2024.06.22	99117.99	99142.03	98750.19	99073.43	86400	0	52
2024.06.23	99073.37	99101.76	98795.92	98842.57	86196	0	52
2024.06.24	98842.51	99289.08	98771.20	99244.95	86400	0	52
2024.06.25	99244.89	99446.51	98997.39	99156.14	86400	0	52
2024.06.26	99156.08	99295.86	98535.82	98892.84	86399	0	52
2024.06.27	98892.78	99095.36	98481.54	98778.73	86400	0	52
