<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.03	11:00:00	100030.15	100034.58	99992.29	100026.54	900	0	52
2024.06.03	11:15:00	100026.48	100099.61	100008.66	100087.79	900	0	52
2024.06.03	11:30:00	100087.73	100087.73	100033.79	100033.79	900	0	52
2024.06.03	11:45:00	100033.73	100100.93	100015.07	100091.92	900	0	52
2024.06.03	12:00:00	100091.86	100101.33	100052.01	100052.01	900	0	52
2024.06.03	12:15:00	100051.95	100051.95	100003.53	100034.51	900	0	52
2024.06.03	12:30:00	100034.45	100036.61	99995.87	100021.31	900	0	52
2024.06.03	12:45:00	100021.25	100030.18	99982.06	99982.06	900	0	52
2024.06.03	13:00:00	99982.00	100035.33	99979.24	100006.70	900	0	52
2024.06.03	13:15:00	100006.64	100010.44	99976.34	99986.86	900	0	52
2024.06.03	13:30:00	99986.80	100045.31	99982.66	100003.01	900	0	52
2024.06.03	13:45:00	100002.95	100017.31	99959.27	100016.05	900	0	52
2024.06.03	14:00:00	100015.99	100053.47	100005.43	100011.71	900	0	52
2024.06.03	14:15:00	100011.65	100084.77	99998.15	100060.23	900	0	52
2024.06.03	14:30:00	100060.17	100067.87	100031.67	100059.70	900	0	52
2024.06.03	14:45:00	100059.64	100080.51	100054.84	100077.84	900	0	52
2024.06.03	15:00:00	100077.78	100087.24	100047.66	100072.42	900	0	52
2024.06.03	15:15:00	100072.36	100100.06	100035.16	100092.98	900	0	52
2024.06.03	15:30:00	100092.92	100092.92	100038.98	100038.98	900	0	52
2024.06.03	15:45:00	100038.92	100049.14	100006.82	100027.36	900	0	52
2024.06.03	16:00:00	100027.30	100027.30	99973.36	99973.36	900	0	52
2024.06.03	16:15:00	99973.30	100032.75	99959.98	100020.69	900	0	52
2024.06.03	16:30:00	100020.63	100024.47	99985.41	100020.15	900	0	52
2024.06.03	16:45:00	100020.09	100049.01	99999.51	99999.51	900	0	52
2024.06.03	17:00:00	99999.45	100042.44	99997.23	100019.79	900	0	52
2024.06.03	17:15:00	100019.73	100024.48	99990.27	100000.06	900	0	52
2024.06.03	17:30:00	100000.00	100020.30	99990.70	99996.05	900	0	52
2024.06.03	17:45:00	99995.99	100080.46	99982.85	100077.58	900	0	52
2024.06.03	18:00:00	100077.52	100110.79	100073.98	100097.58	900	0	52
2024.06.03	18:15:00	100097.52	100097.52	100059.48	100080.18	900	0	52
2024.06.03	18:30:00	100080.12	100080.12	100046.61	100046.61	900	0	52
2024.06.03	18:45:00	100046.55	100072.02	100020.84	100020.84	900	0	52
2024.06.03	19:00:00	100020.78	100038.50	99987.32	99987.32	900	0	52
2024.06.03	19:15:00	99987.26	99989.03	99950.27	99950.27	900	0	52
2024.06.03	19:30:00	99950.21	99950.21	99896.27	99896.27	900	0	52
2024.06.03	19:45:00	99896.21	99922.78	99883.42	99883.42	900	0	52
2024.06.03	20:00:00	99883.36	99883.36	99842.53	99866.62	900	0	52
2024.06.03	20:15:00	99866.56	99866.56	99822.70	99841.26	900	0	52
2024.06.03	20:30:00	99841.20	99850.08	99806.88	99806.88	900	0	52
2024.06.03	20:45:00	99806.82	99806.82	99767.52	99769.17	900	0	52
2024.06.03	21:00:00	99769.11	99784.58	99749.00	99749.00	900	0	52
2024.06.03	21:15:00	99748.94	99786.65	99747.98	99771.53	900	0	52
2024.06.03	21:30:00	99771.47	99797.68	99753.59	99788.20	900	0	52
2024.06.03	21:45:00	99788.14	99828.52	99783.16	99784.00	900	0	52
2024.06.03	22:00:00	99783.94	99783.94	99748.06	99761.24	900	0	52
2024.06.03	22:15:00	99761.18	99761.18	99724.10	99726.85	900	0	52
2024.06.03	22:30:00	99726.79	99727.02	99705.97	99712.37	900	0	52
2024.06.03	22:45:00	99712.31	99712.31	99658.37	99658.37	900	0	52
2024.06.03	23:00:00	99658.31	99679.66	99633.29	99650.80	900	0	52
2024.06.03	23:15:00	99650.74	99650.74	99609.88	99609.88	900	0	52
2024.06.03	23:30:00	99609.82	99619.14	99572.38	99616.98	900	0	52
2024.06.03	23:45:00	99616.92	99616.92	99576.62	99576.62	900	0	52
2024.06.04	00:00:00	99576.56	99630.43	99552.80	99622.81	900	0	52
2024.06.04	00:15:00	99622.75	99656.82	99594.66	99655.44	900	0	52
2024.06.04	00:30:00	99655.38	99724.34	99652.20	99723.08	900	0	52
2024.06.04	00:45:00	99723.02	99745.16	99697.16	99697.16	900	0	52
2024.06.04	01:00:00	99697.10	99757.18	99675.62	99749.08	900	0	52
2024.06.04	01:15:00	99749.02	99749.02	99713.64	99713.64	900	0	52
2024.06.04	01:30:00	99713.58	99713.58	99659.64	99659.64	900	0	52
2024.06.04	01:45:00	99659.58	99674.10	99628.26	99656.42	900	0	52
2024.06.04	02:00:00	99656.36	99709.64	99649.04	99706.76	900	0	52
2024.06.04	02:15:00	99706.70	99774.37	99699.44	99766.03	900	0	52
2024.06.04	02:30:00	99765.97	99765.97	99724.80	99724.80	900	0	52
2024.06.04	02:45:00	99724.74	99724.74	99670.80	99670.80	900	0	52
2024.06.04	03:00:00	99670.74	99790.82	99665.28	99787.46	900	0	52
2024.06.04	03:15:00	99787.40	99787.40	99745.10	99750.94	900	0	52
2024.06.04	03:30:00	99750.88	99784.71	99728.62	99756.57	900	0	52
2024.06.04	03:45:00	99756.51	99756.51	99715.26	99715.26	900	0	52
2024.06.04	04:00:00	99715.20	99721.82	99680.36	99680.36	900	0	52
2024.06.04	04:15:00	99680.30	99709.10	99674.90	99683.12	900	0	52
2024.06.04	04:30:00	99683.06	99700.09	99662.99	99662.99	900	0	52
2024.06.04	04:45:00	99662.93	99680.87	99639.09	99672.35	900	0	52
2024.06.04	05:00:00	99672.29	99700.59	99660.77	99693.57	900	0	52
2024.06.04	05:15:00	99693.51	99693.51	99644.25	99673.96	900	0	52
2024.06.04	05:30:00	99673.90	99713.68	99673.60	99690.83	900	0	52
2024.06.04	05:45:00	99690.77	99698.15	99651.77	99651.77	900	0	52
2024.06.04	06:00:00	99651.71	99651.71	99606.35	99629.02	900	0	52
2024.06.04	06:15:00	99628.96	99628.96	99575.02	99575.02	900	0	52
2024.06.04	06:30:00	99574.96	99574.96	99540.74	99540.74	900	0	52
2024.06.04	06:45:00	99540.68	99649.84	99531.80	99640.42	900	0	52
2024.06.04	07:00:00	99640.36	99640.36	99586.48	99586.48	899	0	52
2024.06.04	07:15:00	99586.42	99688.74	99576.34	99671.94	900	0	52
2024.06.04	07:30:00	99671.88	99740.47	99656.22	99711.97	900	0	52
2024.06.04	07:45:00	99711.91	99754.10	99691.15	99742.28	900	0	52
2024.06.04	08:00:00	99742.22	99742.22	99695.00	99721.75	900	0	52
2024.06.04	08:15:00	99721.69	99742.79	99709.85	99710.93	900	0	52
2024.06.04	08:30:00	99710.87	99717.76	99675.40	99675.40	900	0	52
2024.06.04	08:45:00	99675.34	99675.34	99621.40	99621.40	900	0	52
2024.06.04	09:00:00	99621.34	99644.78	99592.00	99639.74	900	0	52
2024.06.04	09:15:00	99639.68	99694.34	99636.80	99681.68	900	0	52
2024.06.04	09:30:00	99681.62	99681.74	99650.06	99681.20	900	0	52
2024.06.04	09:45:00	99681.14	99681.14	99646.22	99667.52	900	0	52
2024.06.04	10:00:00	99667.46	99713.42	99660.08	99688.64	900	0	52
2024.06.04	10:15:00	99688.58	99722.75	99658.04	99709.31	900	0	52
2024.06.04	10:30:00	99709.25	99740.15	99687.53	99687.53	900	0	52
2024.06.04	10:45:00	99687.47	99698.16	99672.41	99686.61	900	0	52
2024.06.04	11:00:00	99686.55	99788.60	99658.17	99787.64	900	0	52
2024.06.04	11:15:00	99787.58	99787.58	99733.64	99733.64	900	0	52
2024.06.04	11:30:00	99733.58	99773.19	99729.98	99760.53	900	0	52
2024.06.04	11:45:00	99760.47	99760.47	99706.53	99706.53	900	0	52
2024.06.04	12:00:00	99706.47	99706.47	99677.55	99680.47	900	0	52
2024.06.04	12:15:00	99680.41	99697.79	99663.35	99663.35	900	0	52
2024.06.04	12:30:00	99663.29	99663.29	99621.65	99643.20	900	0	52
2024.06.04	12:45:00	99643.14	99746.97	99630.06	99743.85	900	0	52
2024.06.04	13:00:00	99743.79	99815.88	99732.27	99779.70	900	0	52
2024.06.04	13:15:00	99779.64	99837.16	99775.32	99824.37	900	0	52
2024.06.04	13:30:00	99824.31	99863.96	99803.01	99841.76	900	0	52
2024.06.04	13:45:00	99841.70	99841.70	99811.94	99815.53	900	0	52
2024.06.04	14:00:00	99815.47	99815.47	99761.53	99761.53	900	0	52
2024.06.04	14:15:00	99761.47	99849.89	99751.45	99839.81	900	0	52
2024.06.04	14:30:00	99839.75	99868.00	99837.89	99846.49	900	0	52
2024.06.04	14:45:00	99846.43	99918.33	99836.83	99900.93	900	0	52
2024.06.04	15:00:00	99900.87	99912.85	99850.23	99912.31	900	0	52
2024.06.04	15:15:00	99912.25	99948.67	99902.59	99936.53	900	0	52
2024.06.04	15:30:00	99936.47	99950.87	99908.93	99908.93	900	0	52
2024.06.04	15:45:00	99908.87	99914.53	99886.45	99912.13	900	0	52
2024.06.04	16:00:00	99912.07	99985.40	99886.87	99979.52	900	0	52
2024.06.04	16:15:00	99979.46	100081.39	99961.88	100070.53	900	0	52
2024.06.04	16:30:00	100070.47	100071.54	100032.00	100032.00	900	0	52
2024.06.04	16:45:00	100031.94	100037.03	99993.84	100021.25	900	0	52
2024.06.04	17:00:00	100021.19	100143.26	100011.29	100139.42	900	0	52
2024.06.04	17:15:00	100139.36	100139.36	100099.88	100129.04	900	0	52
2024.06.04	17:30:00	100128.98	100183.90	100120.21	100171.06	900	0	52
2024.06.04	17:45:00	100171.00	100171.00	100133.02	100139.18	900	0	52
2024.06.04	18:00:00	100139.12	100139.12	100087.10	100102.93	900	0	52
2024.06.04	18:15:00	100102.87	100113.81	100074.43	100111.59	900	0	52
2024.06.04	18:30:00	100111.53	100132.64	100094.25	100096.04	900	0	52
2024.06.04	18:45:00	100095.98	100095.98	100042.04	100042.04	900	0	52
2024.06.04	19:00:00	100041.98	100066.01	100027.88	100053.77	900	0	52
2024.06.04	19:15:00	100053.71	100064.67	100027.37	100038.63	900	0	52
