<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.01	00:00:00	100000.00	100005.50	99958.92	100003.54	14680	0	0
2024.01.01	01:00:00	100003.52	100003.52	99954.46	99976.48	11626	0	0
2024.01.01	02:00:00	99976.46	99998.68	99940.58	99991.57	15837	0	0
2024.01.01	03:00:00	99991.55	100033.03	99956.90	100023.01	17468	0	0
2024.01.01	04:00:00	100022.99	100132.43	99996.77	100118.01	21229	0	0
2024.01.01	05:00:00	100117.99	100125.19	100089.69	100094.01	10013	0	0
2024.01.01	06:00:00	100093.99	100093.99	100031.81	100050.98	10033	0	0
2024.01.01	07:00:00	100050.96	100083.84	100030.88	100082.18	17440	0	0
2024.01.01	08:00:00	100082.16	100150.66	100077.34	100113.60	17466	0	0
2024.01.01	09:00:00	100113.58	100113.58	100062.85	100062.85	9261	0	0
2024.01.01	10:00:00	100062.83	100086.31	100017.43	100079.31	15974	0	0
2024.01.01	11:00:00	100079.29	100092.82	100038.53	100078.02	14203	0	0
2024.01.01	12:00:00	100078.00	100096.35	100067.28	100073.13	13839	0	0
2024.01.01	13:00:00	100073.11	100132.81	100054.25	100125.35	19542	0	0
2024.01.01	14:00:00	100125.33	100125.33	100071.87	100071.87	8988	0	0
2024.01.01	15:00:00	100071.85	100092.46	100043.87	100080.42	15183	0	0
2024.01.01	16:00:00	100080.40	100080.40	100030.89	100030.89	9383	0	0
2024.01.01	17:00:00	100030.87	100107.05	100016.35	100095.23	20754	0	0
2024.01.01	18:00:00	100095.21	100129.47	100085.75	100089.98	13803	0	0
2024.01.01	19:00:00	100089.96	100185.80	100060.98	100182.08	23530	0	0
2024.01.01	20:00:00	100182.06	100182.06	100127.07	100127.07	8835	0	0
2024.01.01	21:00:00	100127.05	100127.05	100063.17	100079.78	9607	0	0
2024.01.01	22:00:00	100079.76	100088.20	100029.24	100029.24	9282	0	0
2024.01.01	23:00:00	100029.22	100029.22	99979.08	99979.08	9320	0	0
2024.01.02	00:00:00	99979.06	100058.75	99968.48	100026.63	15595	0	0
2024.01.02	01:00:00	100026.61	100026.61	99991.11	100006.91	12356	0	0
2024.01.02	02:00:00	100006.89	100082.54	99972.51	100071.96	20801	0	0
2024.01.02	03:00:00	100071.94	100081.30	100030.46	100030.46	10182	0	0
2024.01.02	04:00:00	100030.44	100076.93	100004.90	100072.47	18521	0	0
2024.01.02	05:00:00	100072.45	100087.48	100052.28	100052.37	12318	0	0
2024.01.02	06:00:00	100052.35	100072.47	100035.93	100055.44	12208	0	0
2024.01.02	07:00:00	100055.42	100055.42	100021.44	100034.86	12274	0	0
2024.01.02	08:00:00	100034.84	100058.75	100017.11	100017.11	12553	0	0
2024.01.02	09:00:00	100017.09	100017.09	99966.71	99975.62	7140	0	0
2024.01.02	10:00:00	99975.60	99975.60	99903.62	99903.62	7140	0	0
2024.01.02	11:00:00	99903.60	100036.52	99903.30	100027.72	26574	0	0
2024.01.02	12:00:00	100027.70	100036.88	100005.18	100006.34	12194	0	0
2024.01.02	13:00:00	100006.32	100006.32	99934.34	99934.34	7140	0	0
2024.01.02	14:00:00	99934.32	99992.42	99914.08	99987.26	19608	0	0
2024.01.02	15:00:00	99987.24	99987.24	99934.22	99934.22	9032	0	0
2024.01.02	16:00:00	99934.20	99971.59	99927.01	99927.01	13611	0	0
2024.01.02	17:00:00	99926.99	100042.85	99913.99	100018.03	23254	0	0
2024.01.02	18:00:00	100018.01	100048.91	100002.19	100044.41	16958	0	0
2024.01.02	19:00:00	100044.39	100114.05	100033.77	100112.25	21104	0	0
2024.01.02	20:00:00	100112.23	100164.94	100092.55	100153.41	18440	0	0
2024.01.02	21:00:00	100153.39	100182.10	100122.38	100122.38	11229	0	0
2024.01.02	22:00:00	100122.36	100154.13	100096.54	100146.81	16767	0	0
2024.01.02	23:00:00	100146.79	100146.79	100104.70	100127.09	12356	0	0
2024.01.03	00:00:00	100127.07	100176.85	100110.59	100171.01	18708	0	0
2024.01.03	01:00:00	100170.99	100256.03	100160.05	100207.43	17954	0	0
2024.01.03	02:00:00	100207.41	100260.40	100204.01	100216.74	15259	0	0
2024.01.03	03:00:00	100216.72	100233.51	100189.62	100206.55	13313	0	0
2024.01.03	04:00:00	100206.53	100252.35	100198.59	100213.21	14994	0	0
2024.01.03	05:00:00	100213.19	100305.87	100211.11	100279.61	20960	0	0
2024.01.03	06:00:00	100279.59	100358.10	100276.87	100347.28	21083	0	0
2024.01.03	07:00:00	100347.26	100395.54	100338.36	100349.14	14514	0	0
2024.01.03	08:00:00	100349.12	100349.12	100297.59	100327.37	12031	0	0
2024.01.03	09:00:00	100327.35	100327.35	100290.92	100291.90	10785	0	0
2024.01.03	10:00:00	100291.88	100340.07	100290.84	100322.30	17360	0	0
2024.01.03	11:00:00	100322.28	100340.76	100290.58	100323.08	14406	0	0
2024.01.03	12:00:00	100323.06	100350.30	100312.54	100316.96	13720	0	0
2024.01.03	13:00:00	100316.94	100319.88	100265.74	100265.74	9214	0	0
2024.01.03	14:00:00	100265.72	100298.49	100239.92	100296.85	17431	0	0
2024.01.03	15:00:00	100296.83	100296.83	100252.78	100279.68	12615	0	0
2024.01.03	16:00:00	100279.66	100300.66	100267.10	100288.74	15234	0	0
2024.01.03	17:00:00	100288.72	100298.37	100267.92	100284.24	13874	0	0
2024.01.03	18:00:00	100284.22	100348.50	100282.36	100294.64	15240	0	0
2024.01.03	19:00:00	100294.62	100317.19	100279.71	100293.32	14196	0	0
2024.01.03	20:00:00	100293.30	100309.28	100254.64	100267.19	11715	0	0
2024.01.03	21:00:00	100267.17	100267.17	100232.39	100238.65	9094	0	0
2024.01.03	22:00:00	100238.63	100238.63	100184.95	100221.91	12654	0	0
2024.01.03	23:00:00	100221.89	100227.66	100185.36	100185.36	10681	0	0
2024.01.04	00:00:00	100185.34	100185.34	100149.23	100171.48	12940	0	0
2024.01.04	01:00:00	100171.46	100187.55	100134.03	100141.66	11350	0	0
2024.01.04	02:00:00	100141.64	100177.84	100129.00	100139.16	14078	0	0
2024.01.04	03:00:00	100139.14	100174.68	100125.51	100125.51	12963	0	0
2024.01.04	04:00:00	100125.49	100173.27	100107.59	100144.91	16264	0	0
2024.01.04	05:00:00	100144.89	100144.89	100101.96	100110.69	10910	0	0
2024.01.04	06:00:00	100110.67	100164.48	100104.51	100129.74	16229	0	0
2024.01.04	07:00:00	100129.72	100165.78	100119.96	100148.08	16158	0	0
2024.01.04	08:00:00	100148.06	100189.28	100130.72	100153.78	14898	0	0
2024.01.04	09:00:00	100153.76	100207.78	100135.58	100189.04	17850	0	0
2024.01.04	10:00:00	100189.02	100218.99	100165.20	100216.11	17035	0	0
2024.01.04	11:00:00	100216.09	100230.50	100172.60	100172.60	9985	0	0
2024.01.04	12:00:00	100172.58	100218.88	100161.54	100186.46	15714	0	0
2024.01.04	13:00:00	100186.44	100186.44	100130.05	100130.05	8695	0	0
2024.01.04	14:00:00	100130.03	100156.13	100107.07	100132.09	14532	0	0
2024.01.04	15:00:00	100132.07	100132.07	100060.09	100060.09	7140	0	0
2024.01.04	16:00:00	100060.07	100060.07	100014.97	100057.86	14101	0	0
2024.01.04	17:00:00	100057.84	100081.91	100029.39	100077.21	16255	0	0
2024.01.04	18:00:00	100077.19	100111.10	100073.05	100099.92	16599	0	0
2024.01.04	19:00:00	100099.90	100121.07	100077.07	100116.01	15929	0	0
2024.01.04	20:00:00	100115.99	100115.99	100072.14	100099.45	12676	0	0
2024.01.04	21:00:00	100099.43	100144.25	100091.07	100108.51	15234	0	0
2024.01.04	22:00:00	100108.49	100156.28	100092.35	100138.10	17283	0	0
2024.01.04	23:00:00	100138.08	100149.82	100095.08	100095.08	10034	0	0
2024.01.05	00:00:00	100095.06	100095.06	100033.76	100054.96	10324	0	0
2024.01.05	01:00:00	100054.94	100054.94	100008.06	100016.44	10480	0	0
2024.01.05	02:00:00	100016.42	100058.06	99989.00	100023.24	15008	0	0
2024.01.05	03:00:00	100023.22	100033.70	99991.52	99991.52	11156	0	0
2024.01.05	04:00:00	99991.50	100013.19	99958.40	99994.46	14622	0	0
2024.01.05	05:00:00	99994.44	99994.44	99938.36	99958.30	10720	0	0
2024.01.05	06:00:00	99958.28	99958.28	99886.30	99886.30	7140	0	0
2024.01.05	07:00:00	99886.28	99892.53	99843.32	99890.61	14759	0	0
2024.01.05	08:00:00	99890.59	99894.30	99851.92	99851.92	10467	0	0
2024.01.05	09:00:00	99851.90	99851.90	99805.15	99815.72	10712	0	0
2024.01.05	10:00:00	99815.70	99846.34	99790.88	99845.94	17346	0	0
2024.01.05	11:00:00	99845.92	99876.37	99821.38	99856.46	12858	0	0
2024.01.05	12:00:00	99856.44	99876.36	99849.80	99850.89	13771	0	0
2024.01.05	13:00:00	99850.87	99850.87	99793.77	99817.09	10952	0	0
2024.01.05	14:00:00	99817.07	99820.68	99751.79	99819.08	14431	0	0
2024.01.05	15:00:00	99819.06	99819.06	99778.12	99778.12	10236	0	0
2024.01.05	16:00:00	99778.10	99783.85	99728.65	99728.65	9389	0	0
2024.01.05	17:00:00	99728.63	99728.63	99683.35	99710.12	12479	0	0
2024.01.05	18:00:00	99710.10	99766.58	99701.24	99727.06	16022	0	0
2024.01.05	19:00:00	99727.04	99727.04	99670.60	99670.60	8690	0	0
2024.01.05	20:00:00	99670.58	99670.58	99626.48	99626.48	9920	0	0
2024.01.05	21:00:00	99626.46	99681.99	99619.84	99632.69	14949	0	0
2024.01.05	22:00:00	99632.67	99632.67	99593.04	99593.04	10367	0	0
2024.01.05	23:00:00	99593.02	99718.03	99586.46	99709.33	25881	0	0
2024.01.06	00:00:00	99709.31	99709.31	99650.83	99650.83	8486	0	0
2024.01.06	01:00:00	99650.81	99661.07	99623.87	99629.09	10680	0	0
2024.01.06	02:00:00	99629.07	99646.92	99609.96	99641.74	15589	0	0
2024.01.06	03:00:00	99641.72	99658.30	99607.49	99654.60	15438	0	0
2024.01.06	04:00:00	99654.58	99710.22	99647.08	99692.80	18140	0	0
2024.01.06	05:00:00	99692.78	99692.78	99652.56	99658.27	10879	0	0
2024.01.06	06:00:00	99658.25	99667.03	99624.31	99636.99	12200	0	0
2024.01.06	07:00:00	99636.97	99724.27	99624.31	99708.35	21456	0	0
2024.01.06	08:00:00	99708.33	99731.35	99686.05	99699.38	13431	0	0
2024.01.06	09:00:00	99699.36	99728.87	99664.08	99697.21	14027	0	0
2024.01.06	10:00:00	99697.19	99727.25	99668.05	99720.25	16628	0	0
2024.01.06	11:00:00	99720.23	99746.26	99694.78	99694.78	11785	0	0
2024.01.06	12:00:00	99694.76	99694.76	99655.16	99655.16	10370	0	0
2024.01.06	13:00:00	99655.14	99655.14	99583.16	99583.16	7140	0	0
2024.01.06	14:00:00	99583.14	99583.14	99511.16	99511.16	7140	0	0
2024.01.06	15:00:00	99511.14	99567.22	99501.74	99515.60	14724	0	0
2024.01.06	16:00:00	99515.58	99515.58	99443.60	99443.60	7140	0	0
2024.01.06	17:00:00	99443.58	99487.29	99436.06	99464.23	16383	0	0
2024.01.06	18:00:00	99464.21	99464.21	99405.79	99433.26	11235	0	0
2024.01.06	19:00:00	99433.24	99433.24	99378.52	99406.81	11687	0	0
2024.01.06	20:00:00	99406.79	99416.15	99375.99	99393.98	11393	0	0
2024.01.06	21:00:00	99393.96	99400.95	99340.61	99340.61	8999	0	0
2024.01.06	22:00:00	99340.59	99346.63	99309.27	99344.74	14741	0	0
2024.01.06	23:00:00	99344.72	99428.84	99334.84	99398.94	19708	0	0
2024.01.07	00:00:00	99398.92	99398.92	99356.88	99384.16	12854	0	0
2024.01.07	01:00:00	99384.14	99435.01	99358.64	99419.59	17867	0	0
2024.01.07	02:00:00	99419.57	99419.57	99356.17	99370.22	9399	0	0
2024.01.07	03:00:00	99370.20	99431.44	99367.70	99420.98	19396	0	0
2024.01.07	04:00:00	99420.96	99447.37	99404.89	99437.77	16003	0	0
2024.01.07	05:00:00	99437.75	99437.75	99378.68	99378.68	8427	0	0
2024.01.07	06:00:00	99378.66	99390.58	99361.36	99370.79	13539	0	0
2024.01.07	07:00:00	99370.77	99450.04	99370.71	99412.68	18509	0	0
2024.01.07	08:00:00	99412.66	99418.84	99353.72	99353.72	8440	0	0
2024.01.07	09:00:00	99353.70	99411.65	99351.16	99403.97	19341	0	0
2024.01.07	10:00:00	99403.95	99404.05	99364.65	99364.65	10404	0	0
2024.01.07	11:00:00	99364.63	99415.21	99357.61	99380.65	15928	0	0
2024.01.07	12:00:00	99380.63	99412.95	99340.75	99393.21	15584	0	0
2024.01.07	13:00:00	99393.19	99399.80	99360.58	99360.58	11069	0	0
2024.01.07	14:00:00	99360.56	99438.03	99358.12	99411.65	19427	0	0
2024.01.07	15:00:00	99411.63	99411.63	99351.41	99394.02	12569	0	0
2024.01.07	16:00:00	99394.00	99419.96	99356.62	99356.62	10596	0	0
2024.01.07	17:00:00	99356.60	99464.89	99356.48	99423.33	17643	0	0
2024.01.07	18:00:00	99423.31	99474.22	99399.29	99468.38	18825	0	0
2024.01.07	19:00:00	99468.36	99512.99	99454.24	99463.35	13829	0	0
2024.01.07	20:00:00	99463.33	99468.99	99430.43	99444.07	12400	0	0
2024.01.07	21:00:00	99444.05	99483.53	99437.95	99477.84	17697	0	0
2024.01.07	22:00:00	99477.82	99507.33	99455.93	99455.93	12141	0	0
2024.01.07	23:00:00	99455.91	99473.35	99432.12	99432.12	11947	0	0
2024.01.08	00:00:00	99432.10	99432.10	99360.12	99360.12	7140	0	0
2024.01.08	01:00:00	99360.10	99360.34	99321.64	99321.64	10484	0	0
2024.01.08	02:00:00	99321.62	99324.14	99272.36	99315.68	13548	0	0
2024.01.08	03:00:00	99315.66	99315.66	99278.48	99291.97	11957	0	0
2024.01.08	04:00:00	99291.95	99291.95	99240.56	99275.45	12676	0	0
2024.01.08	05:00:00	99275.43	99346.37	99264.29	99305.65	17296	0	0
2024.01.08	06:00:00	99305.63	99331.16	99280.91	99284.30	12125	0	0
2024.01.08	07:00:00	99284.28	99365.93	99273.34	99364.87	22373	0	0
2024.01.08	08:00:00	99364.85	99422.86	99359.97	99404.20	18257	0	0
2024.01.08	09:00:00	99404.18	99404.18	99332.20	99332.20	7140	0	0
2024.01.08	10:00:00	99332.18	99352.07	99309.53	99319.35	13047	0	0
2024.01.08	11:00:00	99319.33	99319.33	99247.35	99247.35	7140	0	0
2024.01.08	12:00:00	99247.33	99367.68	99245.41	99366.86	26259	0	0
2024.01.08	13:00:00	99366.84	99371.96	99311.92	99311.92	8842	0	0
2024.01.08	14:00:00	99311.90	99381.25	99306.40	99362.89	19421	0	0
2024.01.08	15:00:00	99362.87	99499.89	99334.91	99489.77	27000	0	0
2024.01.08	16:00:00	99489.75	99540.12	99475.25	99512.32	16583	0	0
2024.01.08	17:00:00	99512.30	99549.34	99502.02	99510.90	12394	0	0
2024.01.08	18:00:00	99510.88	99524.85	99469.81	99469.81	10227	0	0
2024.01.08	19:00:00	99469.79	99492.51	99447.91	99461.29	13480	0	0
2024.01.08	20:00:00	99461.27	99492.63	99428.01	99474.25	15572	0	0
2024.01.08	21:00:00	99474.23	99513.07	99460.97	99498.79	16774	0	0
2024.01.08	22:00:00	99521.96	99521.96	99449.98	99449.98	7140	0	0
2024.01.08	23:00:00	99449.96	99457.72	99400.08	99440.42	13376	0	0
2024.01.09	00:00:00	99440.40	99440.40	99368.76	99432.24	13510	0	0
2024.01.09	01:00:00	99432.22	99475.51	99424.32	99440.21	15125	0	0
2024.01.09	02:00:00	99440.19	99440.19	99400.17	99415.79	11890	0	0
2024.01.09	03:00:00	99415.77	99493.45	99413.97	99484.49	21190	0	0
2024.01.09	04:00:00	99484.47	99583.41	99471.59	99582.47	24114	0	0
2024.01.09	05:00:00	99582.45	99598.53	99558.63	99558.63	11944	0	0
2024.01.09	06:00:00	99558.61	99558.61	99488.91	99507.85	9258	0	0
2024.01.09	07:00:00	99507.83	99507.83	99467.73	99497.39	13286	0	0
2024.01.09	08:00:00	99497.37	99525.24	99483.70	99498.50	14439	0	0
2024.01.09	09:00:00	99498.48	99503.81	99469.91	99476.67	12145	0	0
2024.01.09	10:00:00	99476.65	99493.95	99465.32	99474.09	14070	0	0
2024.01.09	11:00:00	99474.07	99474.07	99445.94	99446.94	11617	0	0
2024.01.09	12:00:00	99446.92	99487.89	99443.72	99462.31	15857	0	0
2024.01.09	13:00:00	99462.29	99530.79	99458.71	99515.43	17942	0	0
2024.01.09	14:00:00	99515.41	99561.60	99482.71	99550.78	17859	0	0
2024.01.09	15:00:00	99550.76	99601.20	99539.22	99573.52	16598	0	0
2024.01.09	16:00:00	99573.50	99578.52	99534.44	99551.38	12118	0	0
2024.01.09	17:00:00	99551.36	99561.80	99498.02	99498.02	9000	0	0
2024.01.09	18:00:00	99498.00	99521.14	99470.61	99470.61	11591	0	0
2024.01.09	19:00:00	99470.59	99491.18	99419.54	99419.54	9229	0	0
2024.01.09	20:00:00	99419.52	99419.52	99347.54	99347.54	7140	0	0
2024.01.09	21:00:00	99347.52	99364.02	99321.90	99321.90	11768	0	0
2024.01.09	22:00:00	99321.88	99321.88	99277.58	99314.97	13535	0	0
2024.01.09	23:00:00	99314.95	99314.95	99242.97	99242.97	7140	0	0
2024.01.10	00:00:00	99242.95	99242.95	99212.69	99217.13	11748	0	0
2024.01.10	01:00:00	99217.11	99266.62	99213.53	99234.14	13394	0	0
2024.01.10	02:00:00	99234.12	99333.72	99217.26	99324.88	23378	0	0
2024.01.10	03:00:00	99324.86	99348.91	99307.19	99307.19	12559	0	0
2024.01.10	04:00:00	99307.17	99349.22	99282.07	99335.22	17127	0	0
2024.01.10	05:00:00	99335.20	99335.20	99263.22	99263.22	7140	0	0
2024.01.10	06:00:00	99263.20	99280.62	99247.86	99258.08	13814	0	0
2024.01.10	07:00:00	99258.06	99340.17	99256.58	99320.87	20599	0	0
2024.01.10	08:00:00	99320.85	99367.08	99312.71	99338.80	16117	0	0
2024.01.10	09:00:00	99338.78	99444.25	99331.66	99431.79	23615	0	0
2024.01.10	10:00:00	99431.77	99444.49	99402.41	99411.71	12320	0	0
2024.01.10	11:00:00	99411.69	99460.23	99396.64	99445.93	17658	0	0
2024.01.10	12:00:00	99445.91	99481.32	99441.46	99467.64	16495	0	0
2024.01.10	13:00:00	99467.62	99529.21	99462.04	99476.77	15237	0	0
2024.01.10	14:00:00	99476.75	99509.16	99443.21	99505.36	17183	0	0
2024.01.10	15:00:00	99505.34	99572.49	99493.14	99550.53	18837	0	0
2024.01.10	16:00:00	99550.51	99586.25	99520.15	99520.15	11298	0	0
2024.01.10	17:00:00	99520.13	99565.28	99508.69	99531.06	15415	0	0
2024.01.10	18:00:00	99531.04	99558.67	99484.52	99550.15	16233	0	0
2024.01.10	19:00:00	99550.13	99632.61	99529.41	99627.75	22072	0	0
2024.01.10	20:00:00	99627.73	99627.73	99555.75	99555.75	7140	0	0
2024.01.10	21:00:00	99555.73	99585.98	99534.17	99569.42	15695	0	0
2024.01.10	22:00:00	99569.40	99653.33	99565.94	99637.30	19716	0	0
2024.01.10	23:00:00	99637.28	99654.16	99608.70	99608.70	11472	0	0
2024.01.11	00:00:00	99608.68	99649.15	99602.08	99627.47	16197	0	0
2024.01.11	01:00:00	99627.45	99638.65	99589.79	99589.79	10568	0	0
2024.01.11	02:00:00	99589.77	99589.77	99531.49	99531.49	8506	0	0
2024.01.11	03:00:00	99531.47	99555.21	99504.69	99538.67	15046	0	0
2024.01.11	04:00:00	99538.65	99598.58	99530.55	99574.38	17891	0	0
