<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.01	00:00:00	100000.00	100042.32	99935.78	100018.63	37548	0	0
2024.07.01	01:00:00	100018.58	100089.60	99972.73	99972.73	31000	0	0
2024.07.01	02:00:00	99972.68	99994.43	99905.20	99957.25	34162	0	0
2024.07.01	03:00:00	99957.20	100092.70	99945.35	100079.10	47845	0	0
2024.07.01	04:00:00	100079.05	100138.04	100002.32	100002.32	28052	0	0
2024.07.01	05:00:00	100002.27	100135.12	99984.33	100067.82	42240	0	0
2024.07.01	06:00:00	100067.77	100182.36	100045.37	100136.95	42603	0	0
2024.07.01	07:00:00	100136.90	100145.20	100017.76	100017.76	21890	0	0
2024.07.01	08:00:00	100017.71	100027.88	99881.48	99939.87	27941	0	0
2024.07.01	09:00:00	99939.82	100145.81	99934.82	100128.25	54498	0	0
2024.07.01	10:00:00	100128.20	100128.20	100027.92	100046.00	27495	0	0
2024.07.01	11:00:00	100045.95	100045.95	99968.59	100003.07	28393	0	0
2024.07.01	12:00:00	100003.02	100010.72	99912.25	99936.53	29056	0	0
2024.07.01	13:00:00	99936.48	99936.48	99782.23	99807.74	22861	0	0
2024.07.01	14:00:00	99807.69	99905.22	99788.39	99879.92	42878	0	0
2024.07.01	15:00:00	99879.87	99935.99	99827.65	99827.65	30493	0	0
2024.07.01	16:00:00	99827.60	99827.60	99699.07	99699.07	22882	0	0
2024.07.01	17:00:00	99699.02	99772.06	99630.36	99746.68	40421	0	0
2024.07.01	18:00:00	99746.63	99804.50	99696.90	99734.07	34019	0	0
2024.07.01	19:00:00	99734.02	99734.02	99602.92	99602.92	22625	0	0
2024.07.01	20:00:00	99602.87	99809.08	99586.07	99761.03	51151	0	0
2024.07.01	21:00:00	99760.98	99761.91	99688.82	99752.16	29418	0	0
2024.07.01	22:00:00	99752.11	99804.50	99736.19	99743.56	34840	0	0
2024.07.01	23:00:00	99743.51	99896.80	99710.61	99860.34	47338	0	0
2024.07.02	00:00:00	99860.29	99872.43	99757.23	99803.76	27658	0	0
2024.07.02	01:00:00	99803.71	99900.96	99801.11	99865.72	41856	0	0
2024.07.02	02:00:00	99865.67	99931.09	99832.89	99835.62	32700	0	0
2024.07.02	03:00:00	99835.57	99849.39	99764.44	99774.91	29649	0	0
2024.07.02	04:00:00	99774.86	99806.79	99704.21	99770.19	35238	0	0
2024.07.02	05:00:00	99770.14	99833.06	99728.29	99776.14	36255	0	0
2024.07.02	06:00:00	99776.09	99806.77	99731.44	99799.31	38007	0	0
2024.07.02	07:00:00	99799.26	99808.74	99697.89	99795.73	35192	0	0
2024.07.02	08:00:00	99795.68	99838.35	99749.47	99780.15	34152	0	0
2024.07.02	09:00:00	99780.10	99861.46	99764.85	99801.75	37840	0	0
2024.07.02	10:00:00	99801.70	99848.74	99791.72	99819.54	37479	0	0
2024.07.02	11:00:00	99819.49	99875.96	99801.26	99836.83	37129	0	0
2024.07.02	12:00:00	99836.78	99848.08	99735.32	99735.32	25579	0	0
2024.07.02	13:00:00	99735.27	99849.33	99733.52	99788.08	40966	0	0
2024.07.02	14:00:00	99788.03	99840.72	99752.98	99838.77	40759	0	0
2024.07.02	15:00:00	99838.72	99973.43	99813.52	99968.63	42080	0	0
2024.07.02	16:00:00	99968.58	100017.13	99934.08	100000.89	38906	0	0
2024.07.02	17:00:00	100000.84	100044.10	99915.02	99915.02	24728	0	0
2024.07.02	18:00:00	99914.97	100032.41	99842.64	100030.01	47109	0	0
2024.07.02	19:00:00	100029.96	100029.96	99980.62	99996.95	32404	0	0
2024.07.02	20:00:00	99996.90	99996.90	99915.84	99926.28	28653	0	0
2024.07.02	21:00:00	99926.23	99952.50	99831.24	99912.36	34318	0	0
2024.07.02	22:00:00	99912.31	99963.46	99806.56	99806.56	25160	0	0
2024.07.02	23:00:00	99806.51	99848.21	99753.17	99824.51	37495	0	0
2024.07.03	00:00:00	99824.46	99824.46	99751.81	99776.28	30887	0	0
2024.07.03	01:00:00	99776.23	99937.95	99744.93	99927.76	45298	0	0
2024.07.03	02:00:00	99927.71	99936.31	99874.69	99874.69	30413	0	0
2024.07.03	03:00:00	99874.64	99874.64	99799.54	99872.81	35522	0	0
2024.07.03	04:00:00	99872.76	99884.42	99821.31	99828.46	31275	0	0
2024.07.03	05:00:00	99828.41	99868.28	99792.99	99811.11	33965	0	0
2024.07.03	06:00:00	99811.06	99811.06	99739.52	99790.42	33621	0	0
2024.07.03	07:00:00	99790.37	99834.04	99721.89	99721.89	28857	0	0
2024.07.03	08:00:00	99721.84	99736.89	99675.49	99703.04	33595	0	0
2024.07.03	09:00:00	99702.99	99757.92	99687.24	99697.47	35143	0	0
2024.07.03	10:00:00	99697.42	99780.71	99668.51	99668.51	32824	0	0
2024.07.03	11:00:00	99668.46	99746.36	99623.15	99623.15	31184	0	0
2024.07.03	12:00:00	99623.10	99623.10	99528.05	99540.86	27501	0	0
2024.07.03	13:00:00	99540.81	99540.81	99426.81	99472.55	28889	0	0
