<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.16	22:05:00	104620.04	104638.81	104609.94	104634.01	300	0	80
2025.05.16	22:10:00	104633.96	104660.04	104626.91	104652.19	300	0	80
2025.05.16	22:15:00	104652.14	104683.55	104644.99	104675.80	300	0	80
2025.05.16	22:20:00	104675.75	104690.76	104665.55	104686.06	300	0	80
2025.05.16	22:25:00	104686.01	104686.01	104671.06	104671.06	300	0	80
2025.05.16	22:30:00	104671.01	104671.01	104656.06	104656.06	300	0	80
2025.05.16	22:35:00	104656.01	104664.11	104647.86	104657.36	300	0	80
2025.05.16	22:40:00	104657.31	104657.31	104642.36	104642.36	300	0	80
2025.05.16	22:45:00	104642.31	104655.28	104632.66	104650.03	300	0	80
2025.05.16	22:50:00	104649.98	104649.98	104635.03	104635.03	300	0	80
2025.05.16	22:55:00	104634.98	104662.65	104634.73	104648.00	300	0	80
2025.05.16	23:00:00	104647.95	104647.95	104633.00	104633.00	300	0	80
2025.05.16	23:05:00	104632.95	104632.95	104618.00	104618.00	300	0	80
2025.05.16	23:10:00	104617.95	104630.45	104610.60	104622.90	300	0	80
2025.05.16	23:15:00	104622.85	104680.72	104621.00	104673.22	300	0	80
2025.05.16	23:20:00	104673.17	104714.99	104663.52	104712.19	300	0	80
2025.05.16	23:25:00	104712.14	104712.14	104697.19	104697.19	300	0	80
2025.05.16	23:30:00	104697.14	104724.16	104688.44	104717.96	300	0	80
2025.05.16	23:35:00	104717.91	104717.91	104702.96	104702.96	300	0	80
2025.05.16	23:40:00	104702.91	104702.91	104687.96	104687.96	300	0	80
2025.05.16	23:45:00	104687.91	104717.18	104674.31	104715.88	300	0	80
2025.05.16	23:50:00	104715.83	104751.37	104704.73	104747.57	300	0	80
2025.05.16	23:55:00	104747.52	104760.85	104733.67	104759.80	300	0	80
2025.05.17	00:00:00	104759.75	104759.75	104744.80	104744.80	300	0	80
2025.05.17	00:05:00	104744.75	104744.75	104729.80	104729.80	300	0	80
