<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.16	21:25:00	102645.23	102645.28	102621.44	102636.29	300	0	80
2025.05.16	21:30:00	102636.34	102651.29	102636.34	102651.29	300	0	80
2025.05.16	21:35:00	102651.34	102655.04	102616.72	102627.92	300	0	80
2025.05.16	21:40:00	102627.97	102642.92	102627.97	102642.92	300	0	80
2025.05.16	21:45:00	102642.97	102653.82	102607.66	102611.71	300	0	80
2025.05.16	21:50:00	102611.76	102626.71	102611.76	102626.71	300	0	80
2025.05.16	21:55:00	102626.76	102632.61	102561.99	102562.49	300	0	80
2025.05.16	22:00:00	102562.54	102567.89	102531.44	102540.99	300	0	80
2025.05.16	22:05:00	102541.04	102555.99	102541.04	102555.99	300	0	80
2025.05.16	22:10:00	102556.04	102570.99	102556.04	102570.99	300	0	80
2025.05.16	22:15:00	102571.04	102576.14	102547.09	102556.89	300	0	80
2025.05.16	22:20:00	102556.94	102571.89	102556.94	102571.89	300	0	80
2025.05.16	22:25:00	102571.94	102586.89	102571.94	102586.89	300	0	80
2025.05.16	22:30:00	102586.94	102601.89	102586.94	102601.89	300	0	80
2025.05.16	22:35:00	102601.94	102616.89	102601.94	102616.89	300	0	80
2025.05.16	22:40:00	102616.94	102631.89	102616.94	102631.89	300	0	80
2025.05.16	22:45:00	102631.94	102646.89	102631.94	102646.89	300	0	80
2025.05.16	22:50:00	102646.94	102661.29	102637.50	102638.05	300	0	80
2025.05.16	22:55:00	102638.10	102653.05	102638.10	102653.05	300	0	80
2025.05.16	23:00:00	102653.10	102668.05	102653.10	102668.05	300	0	80
2025.05.16	23:05:00	102668.10	102683.05	102668.10	102683.05	300	0	80
2025.05.16	23:10:00	102683.10	102698.05	102683.10	102698.05	300	0	80
2025.05.16	23:15:00	102698.10	102700.75	102626.58	102634.83	300	0	80
2025.05.16	23:20:00	102634.88	102649.83	102634.88	102649.83	300	0	80
2025.05.16	23:25:00	102649.88	102664.83	102649.88	102664.83	300	0	80
2025.05.16	23:30:00	102664.88	102679.83	102664.88	102679.83	300	0	80
2025.05.16	23:35:00	102679.88	102687.18	102652.17	102659.77	300	0	80
2025.05.16	23:40:00	102659.82	102674.77	102659.82	102674.77	300	0	80
2025.05.16	23:45:00	102674.82	102689.77	102674.82	102689.77	300	0	80
2025.05.16	23:50:00	102689.82	102699.62	102676.96	102682.06	300	0	80
2025.05.16	23:55:00	102682.11	102697.06	102682.11	102697.06	300	0	80
2025.05.17	00:00:00	102697.11	102700.86	102670.50	102681.65	300	0	80
2025.05.17	00:05:00	102681.70	102696.65	102681.70	102696.65	300	0	80
2025.05.17	00:10:00	102696.70	102709.45	102691.45	102693.60	300	0	80
2025.05.17	00:15:00	102693.65	102695.60	102654.51	102656.26	300	0	80
2025.05.17	00:20:00	102656.31	102671.26	102656.31	102671.26	300	0	80
2025.05.17	00:25:00	102671.31	102686.26	102671.31	102686.26	300	0	80
2025.05.17	00:30:00	102686.31	102701.26	102686.31	102701.26	300	0	80
2025.05.17	00:35:00	102701.31	102707.21	102667.17	102676.17	300	0	80
2025.05.17	00:40:00	102676.22	102676.42	102646.27	102660.97	300	0	80
2025.05.17	00:45:00	102661.02	102675.97	102661.02	102675.97	300	0	80
2025.05.17	00:50:00	102676.02	102690.97	102676.02	102690.97	300	0	80
2025.05.17	00:55:00	102691.02	102705.97	102691.02	102705.97	300	0	80
2025.05.17	01:00:00	102706.02	102713.67	102683.44	102690.69	300	0	80
2025.05.17	01:05:00	102690.74	102705.69	102690.74	102705.69	300	0	80
2025.05.17	01:10:00	102705.74	102720.69	102705.74	102720.69	300	0	80
2025.05.17	01:15:00	102720.74	102735.69	102720.74	102735.69	300	0	80
2025.05.17	01:20:00	102735.74	102750.69	102735.74	102750.69	300	0	80
2025.05.17	01:25:00	102750.74	102765.69	102750.74	102765.69	300	0	80
2025.05.17	01:30:00	102765.74	102770.09	102745.67	102756.22	300	0	80
2025.05.17	01:35:00	102756.27	102771.22	102756.27	102771.22	300	0	80
2025.05.17	01:40:00	102771.27	102786.22	102771.27	102786.22	300	0	80
2025.05.17	01:45:00	102786.27	102801.22	102786.27	102801.22	300	0	80
2025.05.17	01:50:00	102801.27	102816.22	102801.27	102816.22	300	0	80
2025.05.17	01:55:00	102816.27	102826.77	102795.83	102800.23	300	0	80
2025.05.17	02:00:00	102800.28	102815.23	102800.28	102815.23	300	0	80
2025.05.17	02:05:00	102815.28	102819.53	102754.25	102764.35	300	0	80
2025.05.17	02:10:00	102764.40	102779.35	102764.40	102779.35	300	0	80
2025.05.17	02:15:00	102779.40	102794.35	102779.40	102794.35	300	0	80
2025.05.17	02:20:00	102794.40	102809.35	102794.40	102809.35	300	0	80
2025.05.17	02:25:00	102809.40	102809.55	102758.13	102772.88	300	0	80
2025.05.17	02:30:00	102772.93	102781.28	102739.80	102746.35	300	0	80
2025.05.17	02:35:00	102746.40	102761.35	102746.40	102761.35	300	0	80
2025.05.17	02:40:00	102761.40	102776.35	102761.40	102776.35	300	0	80
2025.05.17	02:45:00	102776.40	102777.90	102751.17	102764.57	300	0	80
2025.05.17	02:50:00	102764.62	102770.47	102710.48	102715.78	300	0	80
2025.05.17	02:55:00	102715.83	102730.78	102715.83	102730.78	300	0	80
2025.05.17	03:00:00	102730.83	102745.78	102730.83	102745.78	300	0	80
2025.05.17	03:05:00	102745.83	102760.78	102745.83	102760.78	300	0	80
2025.05.17	03:10:00	102760.83	102762.08	102728.35	102742.00	300	0	80
2025.05.17	03:15:00	102742.05	102757.00	102742.05	102757.00	300	0	80
2025.05.17	03:20:00	102757.05	102761.65	102722.72	102733.02	300	0	80
2025.05.17	03:25:00	102733.07	102745.47	102706.41	102706.91	300	0	80
2025.05.17	03:30:00	102706.96	102721.91	102706.96	102721.91	300	0	80
2025.05.17	03:35:00	102721.96	102736.91	102721.96	102736.91	300	0	80
2025.05.17	03:40:00	102736.96	102746.11	102703.99	102709.74	300	0	80
2025.05.17	03:45:00	102709.79	102724.74	102709.79	102724.74	300	0	80
2025.05.17	03:50:00	102724.79	102737.44	102715.54	102717.79	300	0	80
2025.05.17	03:55:00	102717.84	102732.79	102717.84	102732.79	300	0	80
2025.05.17	04:00:00	102732.84	102747.79	102732.84	102747.79	300	0	80
2025.05.17	04:05:00	102747.84	102750.89	102692.49	102697.59	300	0	80
2025.05.17	04:10:00	102697.64	102709.99	102678.21	102680.76	300	0	80
2025.05.17	04:15:00	102680.81	102695.76	102680.81	102695.76	300	0	80
