<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.01	00:00:00	100000.00	100009.30	99972.91	99976.41	11264	0	0
2024.07.01	00:15:00	99976.46	100001.66	99965.08	99984.78	8093	0	0
2024.07.01	00:30:00	99984.83	100029.78	99984.83	100029.78	4440	0	0
2024.07.01	00:45:00	100029.83	100074.78	100029.83	100074.78	4440	0	0
2024.07.01	01:00:00	100074.83	100089.76	100054.61	100089.76	7432	0	0
2024.07.01	01:15:00	100089.81	100134.76	100089.81	100134.76	4440	0	0
2024.07.01	01:30:00	100134.81	100169.86	100127.84	100129.84	9412	0	0
2024.07.01	01:45:00	100129.89	100138.74	100101.38	100137.43	8171	0	0
2024.07.01	02:00:00	100137.48	100168.43	100137.48	100162.70	6403	0	0
2024.07.01	02:15:00	100162.75	100165.00	100054.79	100067.64	18406	0	0
2024.07.01	02:30:00	100067.69	100087.65	100060.40	100087.65	6929	0	0
2024.07.01	02:45:00	100087.70	100129.60	100060.19	100061.19	11566	0	0
2024.07.01	03:00:00	100061.24	100094.04	100048.16	100053.11	9728	0	0
2024.07.01	03:15:00	100053.16	100057.96	99999.27	100033.62	10869	0	0
2024.07.01	03:30:00	100033.67	100042.37	99973.32	100002.97	11985	0	0
2024.07.01	03:45:00	100003.02	100010.40	99930.26	99931.56	15901	0	0
2024.07.01	04:00:00	99931.61	99941.08	99909.43	99919.78	10098	0	0
2024.07.01	04:15:00	99919.83	99964.78	99919.83	99964.78	4440	0	0
2024.07.01	04:30:00	99964.83	99988.53	99964.83	99986.64	6744	0	0
2024.07.01	04:45:00	99986.69	100031.64	99986.69	100031.64	4440	0	0
2024.07.01	05:00:00	100031.69	100046.44	99964.39	99991.74	12520	0	0
2024.07.01	05:15:00	99991.79	100030.09	99991.79	100019.54	6150	0	0
2024.07.01	05:30:00	100019.59	100033.15	99990.15	100033.15	7569	0	0
2024.07.01	05:45:00	100033.20	100074.85	100032.01	100035.26	8719	0	0
2024.07.01	06:00:00	100035.31	100038.46	100000.35	100002.80	12156	0	0
2024.07.01	06:15:00	100002.85	100004.45	99958.39	100001.69	9041	0	0
2024.07.01	06:30:00	100001.74	100022.06	99994.16	100012.00	7889	0	0
2024.07.01	06:45:00	100012.05	100026.60	99953.32	99961.12	13998	0	0
2024.07.01	07:00:00	99961.17	99967.02	99903.60	99927.55	8468	0	0
2024.07.01	07:15:00	99927.60	99947.80	99913.75	99947.80	6905	0	0
2024.07.01	07:30:00	99947.85	99992.80	99947.85	99992.80	4440	0	0
2024.07.01	07:45:00	99992.85	100012.37	99986.67	100012.37	6973	0	0
2024.07.01	08:00:00	100012.42	100057.37	100012.42	100057.37	4440	0	0
2024.07.01	08:15:00	100057.42	100066.77	100000.87	100020.07	12640	0	0
2024.07.01	08:30:00	100020.12	100065.07	100020.12	100065.07	4440	0	0
2024.07.01	08:45:00	100065.12	100110.07	100065.12	100110.07	4440	0	0
2024.07.01	09:00:00	100110.12	100131.32	100104.33	100128.03	7134	0	0
2024.07.01	09:15:00	100128.08	100130.18	100065.83	100077.58	13955	0	0
2024.07.01	09:30:00	100077.63	100099.08	100074.36	100097.81	6907	0	0
2024.07.01	09:45:00	100097.86	100142.81	100097.86	100142.81	4440	0	0
2024.07.01	10:00:00	100142.86	100143.91	100003.97	100013.82	19511	0	0
2024.07.01	10:15:00	100013.87	100042.42	100001.34	100017.69	8543	0	0
2024.07.01	10:30:00	100017.74	100018.09	99943.29	99975.84	13055	0	0
2024.07.01	10:45:00	99975.89	100016.14	99975.89	99996.06	6908	0	0
2024.07.01	11:00:00	99996.11	100041.06	99996.11	100041.06	4440	0	0
2024.07.01	11:15:00	100041.11	100054.11	100008.12	100012.87	11739	0	0
2024.07.01	11:30:00	100012.92	100057.07	100012.92	100038.47	6370	0	0
2024.07.01	11:45:00	100038.52	100083.47	100038.52	100083.47	4440	0	0
2024.07.01	12:00:00	100083.52	100091.92	100051.17	100082.57	9010	0	0
2024.07.01	12:15:00	100082.62	100095.47	100007.56	100010.76	16091	0	0
2024.07.01	12:30:00	100010.81	100041.76	100010.81	100038.47	6159	0	0
2024.07.01	12:45:00	100038.52	100068.97	100038.52	100058.81	6896	0	0
2024.07.01	13:00:00	100058.86	100082.76	100041.54	100042.59	10542	0	0
2024.07.01	13:15:00	100042.64	100087.59	100042.64	100087.59	4440	0	0
2024.07.01	13:30:00	100087.64	100102.99	100057.41	100065.31	11138	0	0
2024.07.01	13:45:00	100065.36	100094.56	100065.36	100085.83	6878	0	0
2024.07.01	14:00:00	100085.88	100113.43	100080.12	100097.47	7766	0	0
2024.07.01	14:15:00	100097.52	100123.97	100097.18	100115.63	7114	0	0
2024.07.01	14:30:00	100115.68	100119.58	100073.06	100114.06	9087	0	0
2024.07.01	14:45:00	100114.11	100131.06	100085.87	100102.27	10089	0	0
2024.07.01	15:00:00	100102.32	100112.47	100077.26	100103.96	8751	0	0
2024.07.01	15:15:00	100104.01	100148.96	100104.01	100148.96	4440	0	0
2024.07.01	15:30:00	100149.01	100187.31	100149.01	100171.68	6658	0	0
2024.07.01	15:45:00	100171.73	100182.43	100111.91	100116.31	14447	0	0
2024.07.01	16:00:00	100116.36	100161.31	100116.36	100161.31	4440	0	0
2024.07.01	16:15:00	100161.36	100166.67	100132.32	100159.95	9056	0	0
2024.07.01	16:30:00	100160.00	100194.30	100160.00	100182.17	6708	0	0
2024.07.01	16:45:00	100182.22	100213.62	100136.91	100141.96	12931	0	0
2024.07.01	17:00:00	100142.01	100154.48	100120.13	100154.48	7678	0	0
2024.07.01	17:15:00	100154.53	100188.33	100154.20	100165.30	7848	0	0
2024.07.01	17:30:00	100165.35	100192.31	100148.61	100192.31	6229	0	0
2024.07.01	17:45:00	100192.36	100204.06	100157.90	100167.45	11406	0	0
