<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.01	100000.00	100384.65	99903.60	100341.22	816136	0	0
2024.07.02	100341.27	100399.70	99724.42	99926.85	886393	0	0
2024.07.03	99926.90	100635.76	99911.08	100572.23	787929	0	0
2024.07.04	100572.28	100937.81	100472.42	100645.23	839153	0	0
2024.07.05	100645.28	101183.57	100645.28	101155.46	800961	0	0
2024.07.06	101155.51	101287.97	100865.09	101276.22	838270	0	0
2024.07.07	101276.27	101602.32	101119.18	101456.71	828187	0	0
2024.07.08	101456.76	101511.21	101145.58	101300.40	867936	0	0
2024.07.09	101300.45	101861.06	101285.11	101811.41	799729	0	0
2024.07.10	101811.46	102055.93	101254.38	101309.11	899983	0	0
2024.07.11	101309.16	101501.91	101073.66	101393.36	833239	0	0
2024.07.12	101393.41	101503.76	100970.33	101336.59	853132	0	0
2024.07.13	101336.64	101671.00	100869.89	101282.93	857207	0	0
2024.07.14	101282.98	101286.48	100376.22	100492.59	919664	0	0
2024.07.15	100492.64	101221.59	100428.41	101123.06	776833	0	0
2024.07.16	101123.11	101943.58	101046.18	101744.83	790302	0	0
2024.07.17	101744.88	102020.28	101615.97	101927.14	832577	0	0
2024.07.18	101927.19	102510.20	101652.63	102472.00	788024	0	0
2024.07.19	102472.05	102785.78	102281.79	102737.25	825511	0	0
2024.07.20	102737.30	103482.43	102615.08	103138.96	813449	0	0
2024.07.21	103139.01	103945.38	103128.53	103779.13	789646	0	0
2024.07.22	103779.18	103934.98	103502.91	103523.51	870430	0	0
2024.07.23	103523.56	103550.51	102957.90	103550.42	838749	0	0
2024.07.24	103550.47	103713.41	103182.17	103214.91	873085	0	0
2024.07.25	103214.96	103961.85	103194.24	103936.06	771918	0	0
2024.07.26	103936.11	104145.92	103254.96	103406.86	886895	0	0
2024.07.27	103406.91	103711.60	103297.92	103576.22	819199	0	0
2024.07.28	103576.27	104133.25	103274.72	103979.53	809633	0	0
2024.07.29	103979.58	104768.83	103810.98	104692.21	767049	0	0
2024.07.30	104692.26	105273.62	104585.44	105146.97	795916	0	0
2024.07.31	105147.02	105242.97	104764.39	105242.97	838888	0	0
2024.08.01	105243.02	105249.92	104778.67	105127.81	856897	0	0
2024.08.02	105127.86	105428.20	105082.58	105417.33	813046	0	0
2024.08.03	105417.38	105647.30	105312.77	105517.58	830664	0	0
2024.08.04	105517.63	105597.61	105261.53	105462.60	850911	0	0
2024.08.05	105462.65	105808.93	105303.34	105808.93	817623	0	0
2024.08.06	105808.98	105818.68	105424.58	105613.19	871717	0	0
2024.08.07	105613.24	105943.15	105332.48	105704.94	835035	0	0
2024.08.08	105704.99	106111.47	105442.97	106111.47	809178	0	0
2024.08.09	106111.52	106379.83	105852.86	106007.19	863582	0	0
2024.08.10	106007.24	106127.88	105643.51	105948.78	852517	0	0
2024.08.11	105948.83	106544.03	105726.88	106544.03	789795	0	0
2024.08.12	106544.08	106995.41	106427.86	106960.48	808796	0	0
2024.08.13	106960.53	107818.63	106951.11	107781.04	769179	0	0
2024.08.14	107781.09	108584.53	107692.82	108581.47	770629	0	0
2024.08.15	108581.52	108660.79	107983.81	107998.91	904244	0	0
2024.08.16	107998.96	108121.81	107583.01	107985.89	850127	0	0
2024.08.17	107985.94	108360.45	107826.77	108084.60	837565	0	0
2024.08.18	108084.65	108305.96	107914.58	108228.89	841191	0	0
2024.08.19	108228.94	108313.75	107728.41	107828.14	891428	0	0
2024.08.20	107828.19	108152.79	107788.65	107868.73	832530	0	0
2024.08.21	107868.78	107973.45	107042.74	107219.07	898265	0	0
2024.08.22	107219.12	107553.16	106944.60	107109.07	863203	0	0
2024.08.23	107109.12	107425.92	107060.94	107189.60	839059	0	0
2024.08.24	107189.65	107247.95	106532.03	106837.24	877591	0	0
2024.08.25	106837.29	107163.01	106702.98	106955.59	832542	0	0
2024.08.26	106955.64	107617.78	106700.81	107617.78	781776	0	0
2024.08.27	107617.83	108417.77	107563.10	108329.00	784558	0	0
2024.08.28	108329.05	108845.33	108237.84	108793.62	797073	0	0
2024.08.29	108793.67	109239.80	108486.19	109207.71	808238	0	0
2024.08.30	109207.76	109302.31	108932.71	108992.27	870812	0	0
2024.08.31	108992.32	109540.03	108937.79	109422.81	805483	0	0
2024.09.01	109422.86	109689.74	109184.27	109260.11	872630	0	0
2024.09.02	109260.16	109647.53	109079.39	109450.84	831893	0	0
2024.09.03	109450.89	109697.21	109183.76	109613.47	831497	0	0
2024.09.04	109613.52	109791.79	109305.34	109638.73	831989	0	0
2024.09.05	109638.78	109661.35	109354.91	109385.06	871162	0	0
2024.09.06	109385.11	109528.20	109030.97	109076.65	881435	0	0
2024.09.07	109076.70	109479.55	108898.56	109218.04	830252	0	0
2024.09.08	109218.09	109258.23	108631.03	109120.67	856456	0	0
2024.09.09	109120.72	109408.98	109054.08	109102.03	849621	0	0
2024.09.10	109102.08	109401.40	108842.35	109344.74	817162	0	0
2024.09.11	109344.79	109510.64	108535.04	108592.14	865891	0	0
2024.09.12	108592.19	108661.85	107621.96	107759.84	86400	0	53
2024.09.13	107759.89	107842.19	107120.32	107436.12	86399	0	53
2024.09.14	107436.17	107742.41	107321.66	107507.71	86400	0	53
2024.09.15	107507.76	107522.19	107118.42	107374.67	86253	0	53
2024.09.16	107374.72	107735.98	107368.52	107665.10	86399	0	53
2024.09.17	107665.15	107773.99	107287.22	107582.97	86400	0	53
2024.09.18	107583.02	107697.02	107236.93	107628.51	77656	0	53
2024.09.19	107628.56	107671.96	107272.80	107518.63	86399	0	53
2024.09.20	107518.68	107662.70	107214.70	107390.13	86397	0	53
2024.09.21	107390.18	108158.16	107390.18	107978.86	86399	0	53
2024.09.22	107978.91	108211.85	107950.29	108211.85	86178	0	53
2024.09.23	108211.90	108584.96	108197.99	108269.49	86399	0	53
2024.09.24	108269.54	108310.18	107998.26	108242.96	86399	0	53
2024.09.25	108243.01	108401.18	107906.79	108279.90	86369	0	53
2024.09.26	108279.95	108372.74	107976.70	108030.15	86399	0	53
2024.09.27	108030.20	108336.05	107862.13	108132.38	86399	0	53
2024.09.28	108132.43	108262.42	107339.36	107724.34	86399	0	53
2024.09.29	107724.39	108272.61	107713.08	108104.94	86072	0	53
2024.09.30	108104.99	108436.34	107507.02	107526.92	86399	0	53
2024.10.01	107526.97	107741.94	107355.20	107391.92	86399	0	53
