<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.01	00:00:00	100000.00	100031.69	99964.40	100031.37	10280	0	0
2024.07.01	00:15:00	100031.33	100054.08	100022.21	100027.28	6738	0	0
2024.07.01	00:30:00	100027.24	100027.24	99991.28	99991.28	3555	0	0
2024.07.01	00:45:00	99991.24	99991.24	99955.28	99955.28	3555	0	0
2024.07.01	01:00:00	99955.24	99955.24	99919.28	99919.28	3555	0	0
2024.07.01	01:15:00	99919.24	99919.24	99883.28	99883.28	3555	0	0
2024.07.01	01:30:00	99883.24	99883.24	99847.28	99847.28	3555	0	0
2024.07.01	01:45:00	99847.24	99847.24	99811.28	99811.28	3555	0	0
2024.07.01	02:00:00	99811.24	99841.95	99805.96	99811.31	7150	0	0
2024.07.01	02:15:00	99811.27	99891.54	99789.63	99890.50	14810	0	0
2024.07.01	02:30:00	99890.46	99890.46	99856.06	99876.01	5698	0	0
2024.07.01	02:45:00	99875.97	99875.97	99845.21	99860.75	5621	0	0
2024.07.01	03:00:00	99860.71	99909.27	99840.35	99900.99	11163	0	0
2024.07.01	03:15:00	99900.95	99940.26	99883.67	99921.62	9210	0	0
2024.07.01	03:30:00	99921.58	99934.15	99886.10	99933.71	8356	0	0
2024.07.01	03:45:00	99933.67	99970.61	99917.59	99950.77	8853	0	0
2024.07.01	04:00:00	99950.73	100014.82	99935.17	100010.86	13140	0	0
2024.07.01	04:15:00	100010.82	100010.82	99974.86	99974.86	3555	0	0
2024.07.01	04:30:00	99974.82	99974.82	99938.86	99938.86	3555	0	0
2024.07.01	04:45:00	99938.82	100016.11	99915.62	100003.95	13544	0	0
2024.07.01	05:00:00	100003.91	100003.91	99967.95	99967.95	3555	0	0
2024.07.01	05:15:00	99967.91	100023.39	99958.83	100007.31	11075	0	0
2024.07.01	05:30:00	100007.27	100007.27	99971.31	99971.31	3555	0	0
2024.07.01	05:45:00	99971.27	99971.27	99935.31	99935.31	3555	0	0
2024.07.01	06:00:00	99935.27	99935.27	99899.31	99899.31	3555	0	0
2024.07.01	06:15:00	99899.27	99899.27	99873.99	99887.70	5986	0	0
2024.07.01	06:30:00	99887.66	99887.66	99851.70	99851.70	3555	0	0
2024.07.01	06:45:00	99851.66	99851.66	99815.70	99815.70	3555	0	0
2024.07.01	07:00:00	99815.66	99831.67	99802.91	99802.91	3555	0	0
2024.07.01	07:15:00	99802.87	99802.87	99766.91	99766.91	3555	0	0
2024.07.01	07:30:00	99766.87	99791.52	99748.87	99773.60	7816	0	0
2024.07.01	07:45:00	99773.56	99851.20	99770.84	99828.00	12579	0	0
2024.07.01	08:00:00	99827.96	99829.30	99805.92	99815.42	5889	0	0
2024.07.01	08:15:00	99815.38	99873.26	99810.26	99865.30	12119	0	0
2024.07.01	08:30:00	99865.26	99865.26	99829.30	99829.30	3555	0	0
2024.07.01	08:45:00	99829.26	99829.26	99793.30	99793.30	3555	0	0
2024.07.01	09:00:00	99793.26	99793.26	99757.30	99757.30	3555	0	0
2024.07.01	09:15:00	99757.26	99802.13	99728.90	99801.45	11554	0	0
2024.07.01	09:30:00	99801.41	99811.14	99773.61	99803.02	7304	0	0
2024.07.01	09:45:00	99802.98	99802.98	99767.02	99767.02	3555	0	0
2024.07.01	10:00:00	99766.98	99766.98	99731.02	99731.02	3555	0	0
2024.07.01	10:15:00	99730.98	99730.98	99695.02	99695.02	3555	0	0
2024.07.01	10:30:00	99694.98	99706.90	99670.58	99695.38	7183	0	0
2024.07.01	10:45:00	99695.34	99731.29	99674.94	99720.81	9682	0	0
2024.07.01	11:00:00	99720.77	99794.86	99716.57	99788.74	13932	0	0
2024.07.01	11:15:00	99788.70	99815.59	99783.82	99784.55	6728	0	0
2024.07.01	11:30:00	99784.51	99784.51	99748.55	99748.55	3555	0	0
2024.07.01	11:45:00	99748.51	99770.51	99714.35	99768.75	9167	0	0
2024.07.01	12:00:00	99768.71	99843.99	99763.43	99830.59	13323	0	0
2024.07.01	12:15:00	99830.55	99830.55	99794.59	99794.59	3555	0	0
2024.07.01	12:30:00	99794.55	99794.55	99758.59	99758.59	3555	0	0
2024.07.01	12:45:00	99758.55	99758.55	99733.75	99746.14	5902	0	0
2024.07.01	13:00:00	99746.10	99746.10	99710.14	99710.14	3555	0	0
2024.07.01	13:15:00	99710.10	99722.24	99697.82	99698.60	5993	0	0
2024.07.01	13:30:00	99698.56	99698.56	99662.60	99662.60	3555	0	0
2024.07.01	13:45:00	99662.56	99662.56	99626.60	99626.60	3555	0	0
2024.07.01	14:00:00	99626.56	99700.17	99624.48	99682.33	12712	0	0
2024.07.01	14:15:00	99682.29	99682.65	99655.57	99673.45	6259	0	0
2024.07.01	14:30:00	99673.41	99677.40	99654.01	99660.88	5890	0	0
2024.07.01	14:45:00	99660.84	99689.89	99641.24	99673.57	8416	0	0
2024.07.01	15:00:00	99673.53	99782.94	99672.37	99779.58	17732	0	0
2024.07.01	15:15:00	99779.54	99779.54	99743.58	99743.58	3555	0	0
2024.07.01	15:30:00	99743.54	99817.06	99732.82	99805.98	13379	0	0
2024.07.01	15:45:00	99805.94	99805.94	99769.98	99769.98	3555	0	0
2024.07.01	16:00:00	99769.94	99769.94	99733.98	99733.98	3555	0	0
2024.07.01	16:15:00	99733.94	99733.94	99697.98	99697.98	3555	0	0
2024.07.01	16:30:00	99697.94	99726.69	99686.30	99702.41	7590	0	0
2024.07.01	16:45:00	99702.37	99708.57	99671.21	99703.81	3555	0	0
2024.07.01	17:00:00	99703.77	99703.77	99667.81	99667.81	3555	0	0
2024.07.01	17:15:00	99667.77	99685.58	99634.45	99682.98	8664	0	0
2024.07.01	17:30:00	99682.94	99682.94	99646.98	99646.98	3555	0	0
2024.07.01	17:45:00	99646.94	99646.94	99610.98	99610.98	3555	0	0
2024.07.01	18:00:00	99610.94	99610.94	99574.98	99574.98	3555	0	0
2024.07.01	18:15:00	99574.94	99597.27	99562.22	99574.07	7056	0	0
2024.07.01	18:30:00	99574.03	99575.67	99543.55	99570.23	6763	0	0
2024.07.01	18:45:00	99570.19	99594.63	99561.19	99561.19	6243	0	0
2024.07.01	19:00:00	99561.15	99561.15	99525.19	99525.19	3555	0	0
2024.07.01	19:15:00	99525.15	99531.60	99494.43	99526.40	7268	0	0
2024.07.01	19:30:00	99526.36	99613.34	99524.72	99592.62	13753	0	0
2024.07.01	19:45:00	99592.58	99686.33	99591.94	99662.49	14126	0	0
2024.07.01	20:00:00	99662.45	99741.34	99645.61	99731.94	14084	0	0
2024.07.01	20:15:00	99731.90	99839.95	99728.06	99825.15	16460	0	0
2024.07.01	20:30:00	99825.11	99844.00	99814.04	99814.04	6036	0	0
2024.07.01	20:45:00	99814.00	99814.00	99778.04	99778.04	3555	0	0
2024.07.01	21:00:00	99778.00	99841.67	99767.48	99838.43	12970	0	0
2024.07.01	21:15:00	99838.39	99838.39	99802.43	99802.43	3555	0	0
2024.07.01	21:30:00	99802.39	99837.82	99789.75	99825.22	9418	0	0
2024.07.01	21:45:00	99825.18	99825.18	99789.22	99789.22	3555	0	0
2024.07.01	22:00:00	99789.18	99789.18	99753.22	99753.22	3555	0	0
2024.07.01	22:15:00	99753.18	99825.14	99734.34	99816.66	13475	0	0
2024.07.01	22:30:00	99816.62	99867.73	99798.02	99850.41	10522	0	0
2024.07.01	22:45:00	99850.37	99917.77	99844.25	99905.05	12603	0	0
2024.07.01	23:00:00	99905.01	99905.01	99878.89	99894.20	6062	0	0
2024.07.01	23:15:00	99894.16	99894.50	99873.84	99878.90	5617	0	0
2024.07.01	23:30:00	99878.86	99891.58	99862.38	99872.14	6471	0	0
2024.07.01	23:45:00	99872.10	99961.66	99847.18	99959.50	15875	0	0
2024.07.02	00:00:00	99959.46	99981.88	99940.86	99964.56	7653	0	0
2024.07.02	00:15:00	99964.52	99993.16	99954.96	99966.80	3555	0	0
2024.07.02	00:30:00	99966.76	100025.52	99953.56	100023.32	12791	0	0
2024.07.02	00:45:00	100023.28	100023.28	99987.32	99987.32	3555	0	0
2024.07.02	01:00:00	99987.28	100040.83	99976.12	100016.07	10022	0	0
2024.07.02	01:15:00	100016.03	100047.00	99997.99	100046.08	10140	0	0
2024.07.02	01:30:00	100046.04	100068.43	100028.20	100050.35	7574	0	0
2024.07.02	01:45:00	100050.31	100091.83	100048.79	100057.43	7855	0	0
2024.07.02	02:00:00	100057.39	100094.93	100047.23	100069.17	8321	0	0
2024.07.02	02:15:00	100069.13	100069.13	100033.17	100033.17	3555	0	0
2024.07.02	02:30:00	100033.13	100033.13	99998.45	100019.82	5812	0	0
2024.07.02	02:45:00	100019.78	100048.54	100002.18	100030.22	8187	0	0
2024.07.02	03:00:00	100030.18	100030.18	99994.22	99994.22	3555	0	0
2024.07.02	03:15:00	99994.18	100009.03	99962.98	100004.31	8156	0	0
2024.07.02	03:30:00	100004.27	100004.27	99968.31	99968.31	3555	0	0
2024.07.02	03:45:00	99968.27	100059.36	99962.51	100042.28	14536	0	0
2024.07.02	04:00:00	100042.24	100079.66	100033.84	100059.10	8821	0	0
2024.07.02	04:15:00	100059.06	100079.46	100044.18	100044.18	5655	0	0
2024.07.02	04:30:00	100044.14	100079.98	100043.22	100044.98	7227	0	0
2024.07.02	04:45:00	100044.94	100071.15	100024.46	100055.71	8220	0	0
2024.07.02	05:00:00	100055.67	100068.59	100025.11	100066.31	8199	0	0
2024.07.02	05:15:00	100066.27	100088.67	100045.55	100073.47	7863	0	0
2024.07.02	05:30:00	100073.43	100127.64	100059.67	100120.68	11852	0	0
2024.07.02	05:45:00	100120.64	100120.64	100084.68	100084.68	3555	0	0
2024.07.02	06:00:00	100084.64	100084.64	100048.68	100048.68	3555	0	0
2024.07.02	06:15:00	100048.64	100048.64	100012.68	100012.68	3555	0	0
2024.07.02	06:30:00	100012.64	100063.16	100004.32	100056.81	11552	0	0
2024.07.02	06:45:00	100056.77	100056.77	100020.81	100020.81	3555	0	0
2024.07.02	07:00:00	100020.77	100045.67	100014.31	100014.31	6497	0	0
2024.07.02	07:15:00	100014.27	100034.42	99989.87	100034.10	9118	0	0
2024.07.02	07:30:00	100034.06	100118.13	100010.34	100116.21	13122	0	0
2024.07.02	07:45:00	100116.17	100130.72	100080.73	100130.24	8550	0	0
2024.07.02	08:00:00	100130.20	100130.20	100094.24	100094.24	3555	0	0
2024.07.02	08:15:00	100094.20	100094.20	100058.24	100058.24	3555	0	0
2024.07.02	08:30:00	100058.20	100114.21	100054.48	100105.17	11832	0	0
2024.07.02	08:45:00	100105.13	100136.59	100082.53	100129.39	9561	0	0
2024.07.02	09:00:00	100129.35	100188.63	100097.43	100188.27	13027	0	0
2024.07.02	09:15:00	100188.23	100220.05	100170.75	100201.61	8481	0	0
